cat,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43,var44,var45,var46,var47,var48,var49,var50,var51,var52,var53,var54,var55,var56,var57,var58,var59,var60,var61,var62,var63,var64,var65,var66,var67,var68,var69,var70,var71,var72,var73,var74,var75,var76,var77,var78,var79,var80,var81,var82,var83,var84,var85,var86,var87,var88,var89,var90,var91,var92,var93,var94,var95,var96,var97,var98,var99,var100,var101,var102,var103,var104,var105,var106,var107,var108,var109,var110,var111,var112,var113,var114,var115,var116,var117,var118,var119,var120,var121,var122,var123,var124,var125,var126,var127,var128,var129,var130,var131,var132,var133,var134,var135,var136,var137,var138,var139,var140,var141,var142,var143,var144,var145,var146,var147,var148,var149,var150,var151,var152,var153,var154,var155,var156,var157,var158,var159,var160,var161,var162,var163,var164,var165,var166,var167,var168,var169,var170,var171,var172,var173,var174,var175,var176,var177,var178,var179,var180,var181,var182,var183,var184,var185,var186,var187,var188,var189,var190,var191,var192,var193,var194,var195
Pttf137k,6.092250761,7.535491051,-0.441183857,5.60805898,-0.083348691,0.147129674,2.152550474,-4.059671111,-0.979539464,1.361840676,-4.470516044,-1.428853024,1.615220697,-3.40170372,-4.160228101,0.867493177,-3.398010732,-3.971680539,-0.408126483,-1.872806621,-5.439130418,-0.156080041,-1.829824342,-6.067656486,-1.943178562,-1.304086444,-3.954138845,-0.933351466,-3.724737601,-2.376514819,0.9590998,0.584466668,-1.619965161,-1.488530686,-3.304660198,-2.504333243,0.555333095,-4.437176567,-2.019218214,-1.941639817,-4.198568499,-1.255692912,-0.242967846,-5.015026631,0.08383596,-1.995906227,-5.153103355,0.683125873,3.187715573,4.369369201,-6.053602614,-1.33363035,0.41858995,-6.005798934,-2.504820512,-0.35714273,-5.217140796,-2.572730461,-0.581184012,-4.802192543,-4.091574425,-2.268571853,-2.436936209,-3.875842367,-3.69806602,-1.434905421,-5.388018436,-2.143625753,-1.256000661,-4.839096779,-3.294401897,-0.065011979,-4.705533707,-3.514750191,0.439491237,-5.012769805,-3.123293446,0.528533285,-5.355191874,-3.599278587,-0.816740236,-7.345404744,-5.893239733,0.435285334,-6.308085403,-6.581571693,0.129485397,-4.89274769,-6.658611529,0.480011524,-8.252854002,-4.603771366,0.473343628,-8.157451808,-3.25182995,0.965126552,-1.373432555,7.190401824,0.580542868,-5.801325361,3.749767854,-0.433182382,-6.143952596,3.139296395,-0.783400759,-5.132381589,3.533009966,-3.749075419,-5.154539517,2.911972457,-3.6145891,-4.113014273,2.148447154,-4.920265581,-4.129940469,2.400801345,-5.400456625,-3.330408532,-0.100685219,-3.620436331,-5.540251614,0.925144826,-1.99346988,-0.945456261,2.583399093,-1.516561492,-5.218038397,0.413973715,-2.154114865,-6.01880133,1.94071657,-1.776096494,-5.90955043,-0.239274858,-0.961484855,-6.563619667,1.535718869,0.265407878,-6.630503786,-0.275076327,1.174088132,4.348785614,5.564816448,2.472490452,2.276925905,3.553606992,2.777652014,4.546763324,-0.35666695,1.433475414,-1.470137759,6.017583978,1.774735833,-0.261697974,1.246800299,1.115417834,-1.88320464,-0.400837274,1.587429422,-2.505066608,-1.011241818,1.624052889,-5.709231674,-4.243260016,0.940394118,-4.640306201,-6.330895042,1.250148814,-3.634441271,-6.638850555,1.019840408,-2.358173798,-5.58067219,2.127812788,-1.083653417,-3.033325279,2.575456809,3.303761878,-3.255787808,0.618254042,-7.63338273,-3.061596539,1.664032768,-7.859468491,-2.047440851,1.658760002,-6.932851804,-0.830364192,2.503054135,-4.290921413,0.516012957,2.923804996,-4.397852706,4.958489445,1.105965426
Pttf142k,5.803944316,7.425399939,-0.119671583,5.202985952,-0.03441769,0.305374142,1.793136161,-4.078980676,-0.444880513,1.32107842,-4.267742585,-0.924994543,1.759585286,-3.455077185,-3.195746264,0.920507496,-3.344328707,-3.35952348,-0.572761353,-2.161277972,-4.854016068,-0.442840946,-2.173923286,-5.749283925,-2.165459084,-1.578675709,-3.293543493,-0.923158933,-3.741636324,-1.667396866,0.84035252,0.612736862,-1.341066175,-1.708392159,-3.132519692,-1.89032152,0.511880283,-4.246837026,-1.298439228,-1.866152653,-3.768762563,-1.092341001,-0.199112711,-4.70329208,0.71185981,-1.91918139,-4.766824587,1.218080295,1.785283828,3.670659398,-6.261929045,-1.54665451,0.350652526,-5.46619205,-3.192380979,-1.018712638,-4.958135955,-3.129358364,-1.053181318,-4.524116135,-3.731948381,-1.92285261,-1.930500986,-3.854322391,-3.674942489,-0.730827781,-5.358910835,-2.144757481,-0.707270785,-4.446204682,-2.943145913,0.188303007,-4.366151685,-3.119364486,0.697888777,-4.61599862,-2.828522258,0.749795753,-5.102639264,-3.354832476,-0.37747283,-6.848304507,-5.429377869,0.643738278,-5.614264601,-6.123646415,0.735926698,-4.594889104,-6.134558097,0.878696376,-7.70257707,-4.153526843,0.826279509,-7.800782213,-3.187689975,1.064093,-1.634967754,6.909797446,0.774168576,-5.790381196,3.418976853,-0.077860463,-6.056850602,2.887057825,-0.403069393,-5.337393405,3.721138677,-2.840453724,-5.119057777,2.922852223,-3.203700575,-4.377369302,1.76305255,-4.622219299,-4.30006972,1.908779599,-5.212164002,-3.464459193,-0.067560651,-3.168212112,-5.590197713,1.031663888,-1.487405094,-1.275494101,2.587649416,-1.337496933,-5.550222203,0.695033384,-1.504945369,-6.022381922,2.173515373,-0.835865473,-5.550528138,-0.179838805,-0.95589398,-6.426012196,1.355241164,0.910921532,-6.28375241,-0.330562793,1.812002154,3.827870535,5.362979465,2.321348581,2.010532874,3.534623861,2.457040248,4.566134781,-0.320080888,1.421895023,-1.789394473,6.439223286,1.810645638,-0.839523558,0.995631034,1.055566897,-2.215909299,-0.462534065,2.003664735,-3.244229215,-1.446712473,1.745262428,-5.435675949,-4.003983765,1.10881397,-4.504359769,-5.656263667,1.759688386,-3.739965715,-6.0361594,1.694614579,-2.560546632,-5.310225355,2.530744074,-0.950876421,-2.844266286,3.228606133,3.000601224,-3.549922855,0.54571586,-7.40750376,-3.136693972,1.812528362,-7.502092954,-2.195999965,1.789270366,-6.774916915,-1.118476112,2.708857609,-4.381593143,0.524623333,3.397297481,-5.161762023,4.651326059,1.035255157
Pttm001k,5.826588229,7.121211426,-3.949532366,6.23202695,-0.333248218,-0.748992525,2.077205252,-5.160991283,-0.496724112,1.229011822,-5.387251583,-0.504331228,1.284934404,-4.870790089,-2.574700355,0.210583474,-5.005251003,-2.81411891,-1.202900911,-4.173402593,-4.081423309,-1.004293505,-4.098256623,-4.998080782,-2.803376429,-3.128863333,-2.373420179,-1.599087734,-4.890733068,-0.897742482,0.372800081,-0.293362259,-1.637380311,-1.847963784,-4.765010057,-0.966309324,0.24985264,-5.414904477,-0.456838153,-2.805021211,-5.049248917,0.682173264,-0.108812598,-5.339347312,1.467864983,-2.738715943,-5.181242659,2.918973752,1.324100772,2.931438114,-7.350118798,-3.077746598,-1.412225098,-5.18024037,-4.174918876,-2.381721187,-4.006482937,-4.276278557,-2.470025412,-3.166513417,-4.989805474,-3.089491368,-0.657707134,-4.754704471,-4.774364754,1.18033656,-6.53980675,-2.647147855,1.026652258,-5.442840069,-3.570076059,2.232791333,-5.349807097,-3.664548215,2.80784818,-5.577095386,-3.3943928,2.822137222,-6.215887528,-4.300050794,1.789728227,-7.837950808,-5.757635891,3.842518749,-6.875136645,-6.654144787,3.709497018,-5.546461324,-6.830958833,3.679068554,-8.638034369,-4.619549664,3.668994266,-8.664556476,-3.35090888,3.723169267,-1.553342239,7.837719511,-0.551001913,-6.480697403,4.171603613,-0.238698963,-6.870099501,3.218349744,-0.21454123,-6.412850152,3.196247989,-2.713581621,-6.58596344,2.005734341,-2.806511794,-5.804280876,0.764540854,-3.851976244,-5.941311762,0.890572261,-4.664601267,-4.761797593,-1.115033581,-2.08907852,-6.598299304,0.567475431,-0.749917715,-1.931333663,2.077899144,-1.729282495,-6.360114335,-0.066382367,-0.874715536,-6.968375215,2.2991223,-0.254427189,-6.733685408,-0.992291737,0.807176682,-6.783440058,1.791090312,1.82303506,-6.804205429,-0.769937794,3.171344964,4.573535145,5.854134213,-0.058698453,2.674537996,4.060123076,0.751496541,5.089485523,-0.568318032,0.663440925,-1.69988274,6.761507509,0.835604968,0.322067577,1.906159249,1.246737225,-2.056802658,-0.390717379,2.733338021,-3.15819483,-1.468514364,3.041525315,-6.11634122,-4.205492081,3.637039547,-5.08351918,-6.013228819,4.193481884,-3.92296071,-6.202865482,4.083944863,-2.774173636,-5.220570112,4.312421404,-0.569499201,-2.776697656,4.294697954,3.844989828,-3.925855835,0.424231597,-7.891254075,-3.092391941,4.317170506,-7.952045314,-1.641639884,4.241360866,-6.833015016,-0.68791348,4.505217384,-4.24891977,1.225728838,4.475001714,-5.146277681,5.940474979,0.820480511
Pttm012k,5.532943551,7.706738717,-0.204130935,5.823434681,-0.665362063,0.513924635,1.671326731,-4.905710329,0.216113569,0.447493715,-5.563802593,-0.253565567,0.648240434,-4.944816833,-3.322724187,-0.606877785,-4.598273047,-3.677590638,-1.804940619,-3.194550114,-4.895006177,-1.644002315,-3.083347262,-5.927217326,-3.069785327,-2.305829752,-3.281812767,-2.732667211,-4.68611227,-1.480707595,-0.264344923,-0.00115314,-1.037801373,-2.916367505,-4.518555943,-1.515702902,-0.440424463,-5.589472503,-1.245065842,-3.80679251,-5.513866596,0.211400734,-1.65553372,-5.954366264,1.60028325,-3.906965323,-5.521487351,2.738382777,1.707224496,3.487347526,-6.474908922,-2.616250158,-0.283321605,-5.933835349,-4.251403374,-1.688348088,-5.317356416,-4.229644114,-1.730763603,-4.446183844,-5.670267542,-2.915891208,-1.412120804,-5.416877454,-4.674981958,-0.192298711,-7.328984933,-2.549192532,-0.203930389,-6.799643311,-3.904483564,0.987313874,-6.521084678,-4.067026237,1.723318326,-6.933407608,-3.68568769,1.638888388,-7.44229352,-4.525073694,0.333934445,-9.62182932,-6.69408082,2.388429707,-8.714057072,-7.34294796,2.217063002,-7.420734807,-7.52975672,2.36155652,-10.2504413,-5.595889981,2.099242126,-10.4348435,-4.190462406,2.213052079,-2.350025115,8.258040144,0.196159225,-7.558209208,4.546231315,-0.450301362,-8.218306934,3.244285565,-0.927300432,-7.171255369,3.295725658,-3.763624946,-6.86652546,2.040707712,-3.986130924,-5.625646019,1.18577938,-4.970210992,-5.411763526,1.347820687,-5.959404986,-4.775330249,-0.356621231,-3.181639954,-7.184892508,-0.053094599,-1.751946292,-2.193097735,2.28236585,-0.963699562,-7.318656805,0.335664156,-1.7895487,-8.060076004,2.289284693,-1.552904217,-8.063886381,-0.877539913,0.029304809,-8.493456282,1.48469345,0.852145754,-8.200157505,-0.803237556,2.819904796,3.855460453,6.130919493,2.190992802,1.651295478,4.016522393,2.758783437,4.37297326,-0.691182724,2.537799404,-2.77506197,6.90536634,2.090682114,-1.610094971,0.945556401,1.798573478,-3.516821496,-0.767547678,2.752970807,-5.06292078,-2.292879282,2.637790021,-8.096133504,-5.098775227,2.370571571,-6.996122909,-6.939678286,3.032181917,-5.535077663,-7.067397319,3.308131745,-4.625281603,-5.97873493,3.809921231,-2.719159925,-3.720153956,4.379695969,2.764869412,-4.500014347,1.428852471,-10.0372166,-3.933464692,2.853283601,-9.969612983,-2.455716156,3.080394219,-8.794769386,-1.528077302,3.586865154,-6.541823158,0.150645482,4.006173208,-6.702697286,5.696649492,0.69185349
Pttm019k,5.857174322,7.631412608,-3.459078599,5.556642856,-0.081437204,-1.187539356,2.130050137,-4.482902969,-0.851011361,0.9522516,-4.909323396,-1.293155547,0.969854299,-4.262473671,-3.605339223,0.087543758,-4.280471936,-3.931780278,-1.465548267,-3.305005541,-5.264937463,-1.485425472,-3.294325252,-6.060322319,-2.62920531,-2.404103386,-3.110485833,-1.514202917,-4.077150879,-1.714928071,0.533346932,0.058494361,-2.322517845,-1.71346942,-3.905870688,-1.747067829,0.285030213,-4.863536602,-1.930511682,-2.395821217,-4.692256412,-0.346565489,-0.523507221,-4.988733323,0.52615257,-2.53189601,-4.903488794,2.262490665,1.476080219,2.852082174,-7.800714967,-2.400765795,-1.107437188,-6.166828534,-3.502417827,-1.978276308,-5.387661895,-3.479969442,-1.942180887,-4.322500851,-4.59912528,-3.076664918,-1.055222442,-4.476301957,-4.832187976,0.512604426,-6.24922993,-2.972729883,0.380683079,-4.663108123,-3.196125928,1.277827354,-4.427053958,-3.234396964,1.532374242,-4.633341762,-2.924767474,1.604960651,-5.16092826,-3.649642644,0.950595166,-7.004267027,-5.620749313,3.633622211,-6.037898656,-6.299244339,3.644401391,-5.085375104,-6.382412145,3.634017777,-7.787982678,-4.759107109,3.552728911,-7.909025954,-3.750907606,3.5469932,-1.823140165,7.097002592,-1.261510246,-6.260305786,3.593867801,-1.065111598,-6.756642549,2.36138223,-1.507156893,-5.858212683,2.22362628,-3.862556183,-5.780187239,1.424483545,-4.062317144,-5.093681996,0.196744768,-5.117687923,-5.007547443,0.292372911,-5.8928989,-3.961966928,-1.078165285,-3.261888819,-5.656869457,-0.17854872,-1.748056745,-1.515290724,2.207704738,-2.232328738,-5.624729699,-0.378013006,-1.730157372,-6.600789443,1.52278176,-1.911722285,-6.410917639,-1.103283742,-0.310272284,-6.821218741,1.197230729,0.500737438,-6.694439755,-1.152333959,2.024854235,4.090187852,5.982424246,-0.238981622,2.2480522,3.981253454,0.308489873,4.653629663,0.162313138,0.072209145,-1.997871671,6.399230139,-0.203507586,-0.383255495,1.218035536,-0.035399467,-2.133719212,-0.457621853,1.299355059,-3.342781426,-1.659717602,1.892224923,-5.838708992,-4.334167682,3.163095453,-4.813197136,-5.604909654,3.717765977,-3.689018397,-5.82194262,3.69333452,-2.697415173,-4.950887422,3.621360843,-1.000942939,-2.994348667,2.973578472,3.352102451,-3.449450912,0.058599045,-7.205114609,-3.362243088,3.725538261,-7.545847077,-2.118970029,3.492844827,-6.741144659,-1.194134434,3.625969882,-4.842125886,0.785056264,2.925857853,-5.228618053,5.061968559,-0.17646107
Pttm078k,7.41431073,7.54436207,-1.136878924,5.368661857,-0.871418323,0.094160964,1.579048353,-4.928876574,-0.833348889,0.82268432,-5.096740988,-1.265981733,1.228450654,-4.173640524,-3.801277876,-0.0648334,-3.683890711,-4.697409286,-0.971937011,-2.519504378,-5.588618588,-0.630875898,-2.460849249,-6.45921656,-2.730257791,-1.551489672,-3.970167729,-1.896575635,-3.935123341,-2.458054927,0.481007943,0.628901927,-1.998042854,-2.303367408,-3.50802787,-2.613408982,-0.460652973,-4.890525144,-1.779931913,-3.403868872,-4.438511497,-1.249574704,-1.266545724,-5.199182375,0.106671324,-3.63520798,-4.872272324,1.503729836,2.801474551,3.724703195,-7.466403047,-1.981994729,0.095160768,-6.458498752,-3.515026493,-0.754415698,-5.934396722,-3.488159983,-0.785999229,-5.104098515,-5.0439565,-2.055390547,-2.097920642,-4.905112018,-3.854113636,-1.392213311,-6.660048848,-1.386804119,-1.378369881,-6.050527724,-2.849183115,0.232800359,-5.913323944,-2.964852669,0.567196117,-5.961622136,-2.905992452,0.656101705,-7.036487618,-3.517051736,-0.510335507,-9.325165607,-5.316902807,1.272903448,-8.354382215,-6.23918292,1.273518712,-7.310895176,-6.308605161,1.265212653,-10.01518372,-4.035718937,1.271365289,-10.00421152,-2.812985107,1.597557533,-1.051716189,7.768728191,0.11856642,-6.193063787,4.934926666,-0.424198605,-6.774487875,4.186663603,-1.022234809,-5.699724937,4.574279661,-3.525229614,-5.49658541,3.359134082,-4.307127086,-4.680233178,2.265400517,-5.483716147,-4.520264646,2.475410487,-6.363337984,-3.93104722,0.26271755,-4.029233034,-6.195319754,1.646752983,-2.4213442,-1.081556473,2.706852139,-1.876323208,-5.974337583,1.214222684,-2.512813386,-6.681685617,3.401689814,-1.763832516,-6.959477126,0.157507478,-1.171436228,-7.214811513,2.621638133,0.290327504,-7.406261032,-0.045734593,1.706869363,4.645334299,5.539263681,2.056411987,2.192599044,3.662687292,2.142965525,3.956941613,-0.746351356,1.345209224,-1.132290391,6.46518154,1.467760399,-0.492711959,1.636363027,0.966041022,-2.74071194,-0.215392245,1.559721078,-4.100986508,-1.171081529,1.798597575,-7.483260141,-4.012149215,1.098371422,-6.977399754,-5.85770586,1.970076971,-5.843922315,-6.3539627,1.801156559,-4.779086347,-5.585469669,2.715949529,-2.277887394,-3.573096608,3.35652034,2.63708976,-4.145461554,0.613951073,-8.997665211,-2.7636745,2.123386197,-9.201699946,-1.545542842,2.053277835,-8.064187198,-0.736865663,2.881899551,-5.54085383,1.169231842,3.446254791,-5.014707177,5.994983881,0.696405141
Pttm086k,6.110976291,7.423264564,-1.315302155,5.592294572,-0.171717757,-0.369776353,1.999943403,-4.61481672,-1.365190476,0.515153272,-5.118796577,-1.702157172,1.107932381,-3.50649229,-4.272826888,0.17142372,-3.640671291,-4.533147872,-0.703043079,-2.274378175,-5.532090443,-0.378033899,-2.069042158,-6.174855885,-2.518821147,-1.500766155,-3.849707277,-1.922807629,-3.78406346,-2.439798635,0.554456252,0.489081969,-1.735383382,-2.035129861,-3.678994147,-2.473612919,-0.354314893,-4.856809382,-2.007073806,-2.988300633,-4.067515374,-1.506916434,-1.507529011,-5.180740426,-0.126313505,-3.12071541,-4.747819572,0.794513169,2.082567872,4.05800817,-6.448898607,-1.696202917,0.525052527,-6.055770796,-3.194224724,-0.578959357,-5.308328092,-3.279397516,-0.715196619,-4.792488732,-4.699401438,-2.009058558,-2.306991807,-5.056656704,-4.112405062,-0.750456587,-6.665334531,-1.938685641,-0.713897954,-5.705792952,-2.953996286,0.098036922,-5.661295314,-3.136201372,0.625245722,-5.763326242,-3.037600879,0.742076525,-6.291221129,-3.4039713,-0.371736601,-8.199718945,-5.044601176,1.015041111,-7.354655871,-6.002672568,0.963486579,-6.164295047,-6.251526099,1.043562725,-8.936380284,-4.001160967,0.994850553,-8.956668854,-2.884603494,1.25046694,-1.46655982,7.626738346,0.162333068,-6.510964972,4.68166119,-0.861602669,-7.067381472,3.240682611,-1.203567998,-5.716868356,3.890995008,-4.000450377,-5.625422769,2.9817338,-4.167561551,-4.625304049,2.32603072,-5.193457537,-4.410068778,2.635161888,-5.839457388,-3.964504322,0.066648445,-3.633099832,-6.099508838,1.023837725,-2.271805349,-1.386777712,2.711905612,-1.734207233,-5.873982263,0.682950533,-2.357664228,-6.743352416,2.887151816,-2.248184356,-6.099312813,-0.104285213,-1.729110587,-7.285459104,1.650431118,0.088137667,-6.948198371,-0.221508066,1.114719741,4.123109096,5.634147737,1.650061023,2.157047117,3.843122901,1.633816739,4.372440438,-0.471574903,0.869666161,-1.808681577,6.706014389,1.21605184,-0.779897292,1.329316657,0.452157104,-2.754304118,-0.382107658,1.452156111,-3.809105241,-1.266834328,1.266708578,-6.988040223,-3.994383506,1.243763381,-6.041266134,-5.702700268,1.73113817,-4.576229035,-6.07709526,1.648888598,-3.540777524,-5.288048146,2.068759,-1.746739885,-3.268400131,2.297522632,3.100445364,-3.823382906,-0.413331856,-8.20971876,-2.823370725,1.864753306,-8.377327543,-1.492919476,1.771035203,-7.422328742,-0.701422355,2.229899453,-5.017220917,0.818691539,2.4172054,-5.32025238,5.645588726,0.055182823
Pttm123k,5.203582481,8.334480578,-1.499808933,5.473194976,0.286680458,-0.374447604,2.253993166,-4.238884853,-1.232444912,1.366152473,-4.613869025,-1.391473359,1.855502218,-3.86052797,-3.63320212,0.891928827,-3.850614243,-4.161797959,-0.941906276,-2.787596971,-5.361563343,-0.850332055,-2.777070023,-6.172751507,-2.368971959,-2.19532843,-4.035270185,-1.41122416,-3.999320149,-2.537377565,0.276051308,0.604430742,-2.326838619,-1.767402912,-3.660004954,-2.563337222,0.491496016,-4.696960366,-2.076644764,-2.125216917,-4.747653239,-1.310630491,0.31856791,-4.78771696,0.285479569,-2.093636075,-5.251413659,1.34573735,1.126894379,3.920316942,-7.873415616,-2.491309395,-0.312435708,-6.429997394,-3.637111399,-1.466413981,-5.425951467,-3.595310219,-1.48879652,-5.589272456,-4.277108914,-2.63633598,-2.123351705,-4.288760098,-4.661086982,-0.887610735,-6.145795367,-3.012239982,-0.974279194,-4.998562517,-3.71202647,0.358452776,-4.880006605,-3.914695757,0.887253023,-5.154627066,-3.656427836,0.905854037,-5.489138702,-4.31063162,-0.462955724,-7.228129076,-6.424095149,1.758332362,-6.315146355,-6.959334208,1.553210195,-5.409828886,-7.263900257,1.595931204,-8.088170452,-5.672082738,1.790322018,-8.499539024,-4.525463108,1.920222504,-2.673026991,6.996638439,0.151286541,-6.90332676,3.387530764,-0.763535841,-7.200329759,2.425183814,-0.960277332,-6.60172461,3.044945061,-3.197611348,-6.450872433,2.419358221,-3.673572452,-5.344725338,1.364006202,-5.061494243,-5.424852781,1.401923653,-5.785298523,-4.284058743,-0.460630598,-3.70382465,-6.283054496,0.121724216,-2.258566767,-1.599176161,2.542513285,-1.828392774,-5.778783058,-0.321429605,-2.307624385,-7.056427412,1.961384912,-1.964527665,-6.728558994,-0.927291194,-0.965694111,-7.044980634,1.183719454,0.71228085,-6.928366586,-0.944665767,1.900599456,3.299225109,6.270204568,1.592594673,1.372301437,3.985058486,1.455239371,4.131106185,0.038229951,0.777598943,-2.767501642,6.1423783,1.213992297,-0.690354926,1.412940973,0.284008259,-2.728677442,-0.769093098,1.516050071,-3.481679693,-1.790193548,2.004089262,-5.89657224,-5.024491921,1.972781916,-5.161791931,-6.624836267,2.254218115,-3.515533436,-6.803154067,2.027434863,-2.637282281,-5.794373467,2.575817787,-1.212267411,-3.213925664,2.860636099,3.284126911,-3.126046503,-0.107420139,-7.695364567,-4.385431815,2.420440146,-8.095004484,-2.810338345,2.442987437,-7.282794901,-1.758512751,2.818779833,-5.080738627,0.009970169,3.101583922,-5.764700762,4.574640407,0.339974846
Pttm124k,6.152971746,7.274203145,-1.487111339,5.759168087,-0.382936183,-0.297283639,2.109478561,-4.931531822,-1.196981915,1.122543418,-5.107391841,-1.581081586,1.635864556,-4.381474159,-3.775767099,0.405141481,-4.115208623,-4.214327925,-0.816273688,-2.776454421,-5.636556224,-0.600013394,-2.586335481,-6.513083754,-2.738653428,-1.776943702,-4.288593136,-1.904011478,-3.840130282,-2.561778451,0.618233126,0.158506715,-2.069746674,-1.273252286,-4.136299943,-2.493850538,0.142539695,-5.044414942,-1.881311078,-2.764101641,-4.290375501,-1.393537173,-0.52822369,-5.179280565,0.186331414,-3.035219171,-5.035305076,1.338927488,1.73914271,3.645208858,-6.761525639,-2.092645114,0.388431808,-6.351977756,-3.639143866,-0.607613201,-6.060363028,-3.780247767,-0.900911274,-5.086300521,-5.188217146,-2.319673863,-2.23748703,-5.183167111,-4.151747107,-0.868234581,-6.823041989,-1.972805818,-0.621674081,-5.820857723,-3.141839259,0.571421288,-5.714113859,-3.331760158,1.182574464,-5.948989967,-3.059058303,1.194357877,-6.806010501,-3.943309415,0.052158933,-8.377957465,-5.506740635,1.769665711,-7.308538428,-6.343858093,1.634998129,-6.140099109,-6.636859105,1.520035582,-9.183982555,-4.286315669,1.731047802,-9.188636508,-3.10015172,1.670051308,-1.150863219,7.506504725,0.607167609,-6.660549708,4.68809046,-0.312334722,-7.028707113,4.083571643,-0.616029925,-6.233475235,4.729084857,-3.01548938,-6.1507933,3.631940141,-3.572379441,-5.407745109,2.677879731,-4.878952052,-5.158808122,3.085744269,-5.750231507,-4.431108075,0.271290816,-4.028268816,-6.292887403,1.387150365,-1.999838355,-1.703792469,2.95582966,-1.730107109,-6.121582317,0.965819068,-2.136783404,-6.909585715,3.53331594,-1.366405616,-6.593611997,0.391006336,-0.876849345,-7.009398158,1.796302167,1.256443594,-6.71768441,0.148208606,1.714412394,4.262510104,5.431351049,1.80195167,2.193569159,3.623655411,2.019799655,4.742660933,-0.557472915,1.288011655,-1.531224874,6.901315145,1.87587942,-0.869482771,1.099313755,1.036300813,-2.482716995,-0.372019464,2.077580267,-3.868432556,-1.55473318,2.11893282,-6.464123572,-3.773229704,1.769709181,-5.497788608,-5.945552576,2.30697877,-4.524882361,-6.440289192,2.252278977,-3.169880416,-5.410288841,2.717284258,-1.438760231,-2.953457728,3.188236499,3.055193047,-4.238723452,0.388660753,-8.397257706,-2.787451811,2.535323698,-8.566651603,-1.472181259,2.526399495,-7.31513199,-0.682613835,3.045415784,-4.479226981,0.733170858,3.525846643,-5.279211734,5.679800856,1.201900648
Pttm126k,12.11209933,8.310421749,-1.660541188,9.270392567,-0.164620472,-0.283443897,4.640211558,-4.91745792,-1.980324047,3.60987756,-5.081530819,-2.440783487,4.265870478,-3.681236328,-4.960716218,3.102625485,-3.233918649,-5.099998976,2.263444378,-1.606032747,-6.419849958,2.700607059,-1.413884267,-7.444807782,0.926469283,-0.531892877,-4.888137854,1.280799044,-3.269162464,-3.504569241,4.102096256,1.365697809,-2.502908177,1.38135343,-3.251142321,-3.472312191,2.742023519,-4.902225424,-2.801086776,-0.380837291,-3.761978513,-2.405240996,1.89975609,-5.172328443,-0.297879923,-0.912282154,-4.737455614,1.35230715,7.66022813,5.224895488,-7.440327636,1.80039641,1.555855113,-7.384574709,0.026955545,0.601783153,-6.924712622,-0.084948544,0.423274229,-6.159005908,-1.947195857,-1.108139199,-2.738962086,-2.437522936,-3.289273341,-1.633262078,-3.833337281,-0.795922809,-1.472673737,-3.131547316,-2.272678457,-0.345170352,-3.05419013,-2.635371157,0.324362563,-3.345797849,-2.277556838,0.422726655,-4.036536788,-2.771368475,-0.927390201,-6.7203433,-4.840996764,1.320249218,-5.958220703,-5.885965905,1.013409003,-4.543888421,-6.051930421,1.157271466,-7.422431942,-3.729422786,1.336775978,-7.025291898,-2.296572568,1.561281067,3.338380718,8.761622221,0.496101489,-2.817041073,6.07602365,-0.951881666,-3.270929633,5.221908724,-1.323534658,-2.068757149,5.612577446,-4.054432482,-2.1921105,4.598571091,-4.368640047,-1.284632058,3.717077495,-5.628457075,-1.025380948,4.127857095,-6.785131188,-0.553472247,1.434492938,-4.642725418,-2.783489759,2.627207336,-2.803177511,2.669146479,3.617020903,-2.260183828,-2.734805506,2.460247232,-2.849372793,-3.355056817,4.457098039,-2.084960343,-3.854344188,1.182410062,-1.796040712,-3.970330187,2.777142885,0.906482854,-4.219525858,0.683919161,2.059075056,8.917446972,6.052059549,1.923789285,6.373344949,4.317403207,1.753224953,7.67208399,-0.424280261,1.201311399,2.322984123,7.36795058,1.970082533,3.300498297,2.320832359,0.839101669,0.615000151,0.26656902,1.844573038,-1.136416586,-0.99853462,1.893381738,-4.8348733,-3.618797231,1.168769013,-3.79957988,-5.430148494,1.955250263,-2.763439911,-5.930174691,1.963096592,-1.45071246,-5.233580201,2.363113885,0.890380184,-3.474950499,3.110558629,6.01453086,-4.468702812,-0.262050962,-6.049082343,-2.251540033,2.12823696,-6.077387805,-0.996939389,2.205916816,-4.916714714,-0.026348139,2.704631425,-2.378208293,1.401194602,3.548079423,-1.6342952,7.041386473,0.537622317
