cat,PhyloSpp,Fam,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43,var44,var45,var46,var47,var48,var49,var50,var51,var52,var53,var54,var55,var56,var57,var58,var59,var60,var61,var62,var63,var64,var65,var66,var67,var68,var69,var70,var71,var72,var73,var74,var75,var76,var77,var78,var79,var80,var81,var82,var83,var84,var85,var86,var87,var88,var89,var90,var91,var92,var93,var94,var95,var96,var97,var98,var99,var100,var101,var102,var103,var104,var105,var106,var107,var108,var109,var110,var111,var112,var113,var114,var115,var116,var117,var118,var119,var120,var121,var122,var123,var124,var125,var126,var127,var128,var129,var130,var131,var132,var133,var134,var135,var136,var137,var138,var139,var140,var141,var142,var143,var144,var145,var146,var147,var148,var149,var150,var151,var152,var153,var154,var155,var156,var157,var158,var159,var160,var161,var162,var163,var164,var165,var166,var167,var168,var169,var170,var171,var172,var173,var174,var175,var176,var177,var178,var179,var180,var181,var182,var183,var184,var185,var186,var187,var188,var189,var190,var191,var192,var193,var194,var195
Ppnf054k,Pan_paniscus,Hominidae,3.577462674,7.797520471,-1.854495112,4.230821053,0.808323549,-1.290415731,2.725011743,-3.104015813,-1.486299094,1.081856188,-3.878322263,-1.725642528,0.968390918,-3.560029562,-4.052914995,0.355175378,-3.61593725,-3.998421263,-1.317318318,-3.095313319,-4.99973852,-1.18925909,-3.127991,-5.759982042,-2.693285824,-2.265081775,-3.725001413,-1.021450348,-3.798280078,-2.146239696,-0.218902406,0.185056784,-2.25821606,-1.589952267,-3.611029483,-2.087403546,0.313114264,-4.253309289,-1.905018196,-1.649777698,-4.142573061,-1.165666068,0.631718319,-4.028942229,-0.094225651,-1.396854859,-3.990597452,1.248758155,0.140867917,3.068115041,-8.186210169,-2.928637515,-1.522997144,-5.766322391,-3.58424216,-2.36852183,-5.030786868,-3.477830895,-2.205938094,-4.832102158,-3.422006696,-2.581173644,-1.764587834,-2.891041015,-3.906199265,-0.983729595,-4.752837371,-2.630645966,-1.005692236,-4.078583322,-3.449934481,0.366515967,-4.056804217,-3.582340162,0.81495586,-4.328765672,-3.459127253,0.758404073,-4.336843051,-3.91751141,0.025767097,-5.371940193,-5.331562582,1.512981047,-4.434185628,-5.877825306,1.599526184,-3.325727605,-5.576728952,1.662813479,-6.163617645,-4.645042093,1.469534222,-6.131807274,-3.51568083,1.846767231,-3.399764084,5.684047172,-1.015522691,-6.071559262,2.639305297,-0.922290915,-6.205430895,1.42807058,-1.319162935,-6.05797169,1.540711003,-3.716379803,-5.890815293,0.743262576,-3.712683113,-5.305881733,-0.201936101,-4.893210447,-5.209778223,-0.009417141,-5.554391307,-3.706929112,-1.508600152,-3.346606771,-5.45235911,-0.646278492,-1.885069087,-2.030330905,1.58247521,-2.196343319,-5.06556937,-1.06661247,-2.006471291,-6.231770972,0.788288272,-1.819961388,-5.453333113,-1.285717094,-1.047371118,-5.877063806,0.551638371,0.248197002,-5.106997065,-0.955014994,1.1407737,1.907289558,5.206547929,0.376541699,0.702590305,3.240085229,0.563840246,3.659191275,0.188155475,-0.655979711,-3.468225123,5.273909013,-0.220690579,-1.096704117,0.713346269,-0.661631199,-2.229980815,-0.992132934,0.747113697,-2.679465738,-1.390999508,0.774094173,-4.396223385,-4.066611794,1.268208554,-3.158147786,-5.064161598,2.075771402,-2.556821499,-5.247041318,2.071029211,-1.637563357,-4.294395002,2.096672778,-0.369831004,-2.27177089,1.714926184,2.982031976,-2.854063167,-0.647877556,-5.744280585,-3.397476207,2.117373012,-5.930584445,-2.464050263,2.117079837,-5.339661602,-1.352740749,2.006083697,-4.30954572,0.21029878,1.854393477,-5.868307005,3.008399534,-0.140988355
Ppnm043k,Pan_paniscus,Hominidae,5.024577678,5.93311804,-1.221582431,4.323566555,-0.87157453,-0.926905415,0.884959909,-4.358117226,-1.673581295,0.362538839,-4.459952632,-1.825942989,0.570275157,-3.920653186,-3.80459377,-0.133290023,-3.837508817,-3.633678387,-1.482338742,-2.740199277,-5.117946035,-1.288680167,-2.552119422,-5.831425597,-2.715353533,-1.737499362,-3.724153458,-1.757387002,-3.674880916,-2.021920685,-0.011379011,-0.25480485,-2.106771597,-2.281011334,-3.33313576,-2.204993768,-0.304200236,-4.470668533,-2.16547185,-2.560119042,-3.737051741,-1.191501226,-0.862172678,-4.148912763,-0.10112884,-2.35645814,-3.60333506,1.074404695,1.096528273,2.975312346,-6.83313237,-2.741136488,-0.620427995,-5.610859709,-3.567588265,-1.513077134,-5.289875671,-3.54446737,-1.347738566,-4.807994395,-4.352997971,-2.167320429,-1.986370871,-4.060691989,-3.601676276,-1.078591286,-5.392859442,-2.048061424,-1.047351979,-5.203382464,-3.252776829,0.315045046,-4.979432312,-3.351219799,0.808566945,-5.28283863,-3.111894204,0.990066975,-5.712500111,-3.546636928,-0.430091193,-6.701339442,-4.565573602,1.11993797,-5.925946881,-5.24455117,0.965255776,-4.920901171,-5.496118416,1.381217217,-7.140275214,-3.437997063,1.011285853,-7.068362217,-2.669504038,1.450885109,-1.62137826,5.924254524,-0.58462441,-5.799034743,3.022544576,-1.318476875,-5.955081187,2.455992376,-1.661319443,-5.427004409,2.704934781,-3.360662892,-5.529946961,2.188660026,-3.568748567,-5.017148981,1.213655391,-4.666427333,-4.852550777,1.300637478,-5.333574713,-3.791173021,-0.841237324,-3.537523599,-5.453903675,0.230794886,-1.871445451,-1.729988784,1.646318874,-2.056816444,-5.061902823,-0.270589503,-1.934360726,-5.984451008,1.911552892,-1.73374838,-5.583118532,-0.532340481,-1.026177581,-5.801306407,1.255695539,0.064076491,-5.238477196,-0.293952912,1.29160678,3.249124336,4.233304923,1.764544788,1.393098856,2.727643631,1.904353179,3.804712065,-1.165733842,0.309565132,-1.829105632,5.220121962,0.514840767,-1.089661326,0.447356725,-0.10173264,-2.278439314,-0.519076507,1.205536589,-3.217210031,-1.396431123,1.225787876,-5.684430023,-3.598285097,1.085682947,-4.663579671,-4.65026607,1.851425387,-3.759755042,-5.033270654,1.480584732,-2.4559796,-4.295188089,1.890755031,-1.20323722,-2.435519538,1.765611519,1.975357793,-3.800461972,-0.584479335,-6.607039747,-2.596969789,1.792375286,-6.684575085,-1.442811149,1.88764518,-5.938930992,-0.637876096,2.053057521,-3.727861061,0.606758092,1.920564551,-4.938749343,3.974929606,-0.207234615
Ppnm014k,Pan_paniscus,Hominidae,4.861375091,7.397087452,0.314744706,4.406324488,-0.266251724,-0.379695795,1.704571746,-3.67190599,-1.600477021,0.75681048,-4.075979654,-2.271997428,1.158209389,-3.165148001,-4.18331459,0.39952616,-3.042460363,-4.316741907,-0.792123878,-1.617940188,-5.37936638,-0.573447937,-1.503927596,-5.998262851,-2.162884482,-1.019671383,-3.883815956,-1.498060618,-3.154597278,-2.690732222,0.304538987,0.461989725,-1.877319563,-1.685689071,-3.074667123,-2.72955372,-0.120931772,-3.766921331,-2.559056727,-2.356911341,-3.779307675,-2.03190096,-0.434995854,-4.126714302,-0.766560092,-1.973421713,-4.220345735,0.203992705,1.558540509,4.624117881,-6.185947066,-2.030272014,0.430995089,-5.856378643,-2.925984648,-0.441499662,-5.50861804,-2.958381896,-0.538083941,-5.097101329,-3.954481605,-2.001891184,-2.668872961,-3.88471152,-3.704285571,-1.668042899,-5.24714484,-2.284718597,-1.579065518,-4.968327299,-3.56367414,-0.491994272,-4.712311679,-3.808109507,0.055546975,-5.013278102,-3.60269467,-0.001273565,-5.206389552,-3.888240299,-0.923128093,-6.371886423,-5.304853813,0.251115746,-5.476124589,-5.869383452,0.037905127,-4.639041065,-5.859455866,0.177285049,-7.104934413,-4.497490081,0.448911936,-7.21712602,-3.657928679,0.478484589,-2.284822036,5.815182353,0.619027984,-5.939585016,2.983852804,-0.661367725,-6.20476534,2.275543774,-1.290176469,-5.737629024,2.926361032,-3.394670641,-5.468443609,2.37376356,-3.599742929,-4.372860161,1.862239799,-4.762853172,-4.279089147,2.032320092,-5.432281202,-3.418565569,-0.088136076,-3.451123337,-5.179227405,0.260714592,-2.27137558,-1.700111265,2.242214383,-1.493250544,-4.952252027,-0.045978615,-2.348320213,-6.02241312,1.587256666,-1.803270055,-5.692119337,-0.835241537,-1.380769704,-6.067483937,0.632560235,0.166014546,-5.742789274,-0.90173725,0.936817312,2.855693604,4.661758017,2.775100821,1.007054783,2.767413377,2.33341758,3.572869956,-0.416333816,0.729158406,-2.596793302,5.050323852,1.491631789,-0.974928523,0.642327217,0.037072878,-2.639451405,-1.060223835,0.957184281,-3.020610833,-1.491947995,0.879273662,-5.422662559,-4.194830378,0.326514772,-4.605666735,-5.40814087,0.529422404,-3.492013371,-5.734758595,0.444465317,-2.539360386,-4.874801855,1.03021045,-1.105727257,-2.46176938,1.454531445,2.44422152,-3.229891432,-0.704654705,-6.520199263,-3.474171497,0.857378537,-7.046590447,-2.547060347,1.002044985,-6.207462672,-1.529698745,1.681576217,-3.835503733,0.170371932,1.720441824,-5.367900263,3.799655584,0.243839757
Ppnf015k,Pan_paniscus,Hominidae,5.558423542,6.942173485,-0.304090222,4.62088266,-1.024828621,-0.770249469,1.478200898,-4.209106098,-1.261859757,0.45719145,-4.53629558,-1.621229173,0.560164992,-3.509986343,-4.080819621,-0.083612306,-3.714529572,-3.843070355,-1.321617748,-2.197479088,-4.918363536,-1.236724251,-2.051827172,-5.413213268,-2.613979022,-1.370507366,-3.639346003,-1.798918924,-3.588035336,-2.33430322,0.424896282,0.143460193,-2.082817338,-2.235394906,-3.120844204,-2.394867199,-0.341656391,-4.475194632,-2.023377453,-2.679262698,-3.846834128,-1.418844582,-0.706143777,-4.606840134,-0.048619559,-2.500391464,-4.166113071,0.661131003,1.279583112,3.317544506,-6.749328753,-2.336177292,-0.134647211,-5.222345886,-3.198049638,-0.863377373,-4.856276981,-3.054926097,-0.965838501,-4.619478325,-4.091419497,-1.859438086,-1.966918692,-4.177559098,-3.522458458,-1.150626058,-5.548969322,-1.851204546,-1.089953787,-4.943612907,-2.816076922,-0.201191652,-4.925148527,-2.946497223,0.271035634,-5.088891014,-2.817140644,0.485043866,-5.314619562,-3.10271399,-0.770224901,-6.693402519,-4.501176294,0.536001922,-5.964746155,-5.238752462,0.497797527,-4.81783062,-5.258412736,0.655470724,-7.291206195,-3.76201151,0.502642322,-7.137403838,-2.458607817,0.788383075,-1.743297107,6.172685588,0.016240462,-5.838180221,3.215838933,-0.529236115,-5.852953126,2.725202862,-0.760738503,-5.267042207,3.127990131,-3.073546864,-5.353190401,2.410117799,-3.278527729,-4.323911827,1.500659295,-4.484688373,-4.287169457,1.637218786,-4.986664746,-3.472568395,-0.347123761,-3.461837165,-5.400823293,0.523447041,-1.890530477,-1.449040786,2.296100644,-1.923243218,-4.864860554,0.091951728,-1.996356938,-6.003645143,2.327912007,-1.586811832,-5.737144845,-0.442641914,-1.126648095,-5.900548882,1.497915881,0.693834847,-5.79683195,-0.213364907,1.027686501,3.464363293,4.536804256,1.916298739,1.630236326,2.879381111,1.799596758,3.69653371,-1.219347198,0.339739414,-2.011945426,5.569439583,0.819957043,-0.723830913,0.798924081,0.072110271,-2.316105132,-0.571581408,0.941431024,-3.006654432,-1.151773734,0.844484606,-5.396216899,-3.349017202,0.619149647,-4.468880734,-4.796562504,1.21994884,-3.716986826,-5.227226997,1.118737615,-2.686223322,-4.574103058,1.557528007,-1.172962197,-2.581869988,1.816302478,2.055905791,-3.828646624,-0.422212712,-6.438942381,-2.158729856,1.346360637,-6.829781796,-1.406593973,1.272795464,-6.226919802,-0.512035931,1.903676173,-4.099471418,0.753813109,2.023376173,-4.936309719,4.112067251,0.471549779
Ptvf009k,Pan_troglodytes,Hominidae,8.166247245,5.207488642,-2.241174218,5.225739438,-1.829905313,0.645753733,0.333940098,-5.1706242,0.49180022,-0.637939488,-5.081167574,-0.113578104,-0.262370453,-4.765586834,-2.683147005,-0.903599056,-4.377530128,-2.972498265,-1.801917987,-3.285193482,-4.266216862,-1.52590478,-3.233255716,-5.037464103,-2.9415202,-1.616596535,-2.980857613,-2.581511164,-3.815116466,-1.231811307,0.346959928,-0.309056368,-0.983613776,-2.764003827,-3.757804022,-1.149991662,-1.242055015,-4.726940875,-0.507869632,-3.533169544,-3.665227095,-0.299434605,-1.972699252,-4.736555499,1.243374844,-3.542932001,-3.677489595,2.04792036,2.890994738,2.023829248,-6.655898421,-2.43329554,-0.421782828,-5.182568919,-3.50579238,-0.898406781,-4.702604903,-3.624273471,-0.897792653,-3.862374584,-4.377860351,-1.299545801,-1.44048493,-5.277923907,-3.10660514,0.094018977,-6.237805504,-0.572213792,-0.277169532,-6.098275832,-1.870102785,0.833576647,-5.968871006,-2.051207908,1.556205221,-6.251479772,-1.878339699,1.464709966,-6.593295063,-2.341983451,0.275044172,-8.718874934,-3.459910953,1.905831637,-8.027274983,-4.33847588,1.978239829,-6.688436516,-4.751941487,2.047536913,-9.161463047,-2.227458771,1.708497633,-8.685444271,-0.659917896,1.792854219,0.669832916,7.100276523,-0.077226383,-4.478648682,5.382403442,-0.435939994,-5.360053623,4.208969499,-1.04854147,-4.929891698,4.086024679,-3.842435453,-4.789347259,3.279816808,-3.614115387,-4.225247092,1.657780271,-4.605893447,-4.058359513,1.855144873,-5.398448016,-3.615869411,0.118451424,-2.873988851,-5.574407352,1.762305014,-1.766452341,-0.854535753,2.308507152,-1.304320246,-5.53843598,1.634524178,-1.759786501,-5.594360179,3.621127784,-1.272119037,-5.92210994,1.051645574,-0.556907414,-5.988750355,3.483297527,0.321387007,-6.327107825,1.279322485,2.09367248,5.655521743,4.319187358,1.509002267,3.222037906,2.946389249,1.889347659,4.440802022,-1.509256454,1.828793073,0.273893925,6.685425436,1.133495071,-0.290464348,1.230862344,0.866221623,-2.44357958,0.238148581,1.943433737,-4.422763812,-0.763324003,1.865697755,-6.999456028,-2.548878374,1.944918309,-6.176440092,-4.139931499,2.630736806,-5.229525758,-4.672634378,2.838205375,-3.830482736,-3.89238127,3.361147877,-1.734065358,-2.034011426,3.564960584,2.023608693,-4.527596658,1.557415704,-8.091020597,-0.479433043,2.369029789,-7.992816439,0.474922978,2.384275794,-6.766920045,1.207453271,2.985122083,-3.977722795,2.317374286,3.134838305,-3.549006536,6.629723889,0.238237369
Ptsf026k,Pan_troglodytes,Hominidae,5.749166925,6.955286591,-0.417434652,5.176700416,0.033512488,0.870051552,1.565171258,-4.060568517,-0.087966285,0.829080298,-4.428950367,-0.571068826,1.802493865,-3.246172825,-3.398488769,1.106064588,-3.388102621,-3.776738094,-0.004108524,-2.183163418,-5.204143896,0.322909839,-2.111876775,-5.887775131,-1.809762368,-1.472312842,-3.83521338,-1.10369724,-3.676160158,-2.327875245,0.594867453,0.362974023,-1.84116547,-1.247755633,-3.549017893,-2.289185983,0.498324892,-4.318948129,-1.667730179,-2.176611784,-4.128423829,-1.444250612,-0.493292937,-4.431448063,0.385506796,-2.306046247,-4.52405941,0.980701918,2.818977689,3.684480689,-5.903432298,-0.993266227,0.256361479,-5.832451011,-2.212781648,-0.874705473,-5.62688804,-2.360587585,-0.961498956,-4.810687552,-3.672197738,-2.099447876,-2.515282504,-3.814742704,-3.951412876,-1.374285677,-5.393618524,-2.151763891,-1.578865298,-4.886694465,-2.955330992,-0.557141546,-4.759720087,-3.194935293,0.006280439,-5.006176451,-2.968655654,0.125185914,-5.469128295,-3.647572724,-0.960289014,-7.227953765,-5.384923474,0.11575215,-6.326558741,-6.123693465,0.343405375,-4.866882699,-6.050075238,0.465788187,-8.038961004,-4.430258601,0.1030946,-7.839841159,-3.17247158,0.372217933,-1.4541539,6.845519659,0.318420129,-5.66409461,3.532570495,-0.623349554,-5.981924084,2.675917744,-1.389653867,-4.564872905,3.521275869,-4.471825875,-4.783901984,2.661423349,-4.313602581,-3.679840158,1.83996706,-5.22628902,-3.582494274,2.126326832,-5.928705192,-2.996924936,-0.077227258,-3.751814638,-5.286656872,0.552219442,-2.476682632,-1.113084392,2.127794223,-1.962366956,-5.0810847,0.507166962,-2.600210408,-5.887326221,2.455959457,-2.147294589,-5.653376337,-0.257688738,-1.882509071,-6.147845676,1.741731217,-0.419033222,-6.4696628,-0.240279786,0.764320469,3.440730803,5.273775633,2.43056395,1.466242375,3.19736704,2.115505282,4.022535399,0.008922209,1.639224459,-1.590335196,5.842963428,1.256445678,-0.675573596,1.082964897,0.679585235,-2.454945052,-0.562009874,1.25880327,-3.42873116,-1.484171478,0.968196436,-5.867310936,-3.898858546,0.839907403,-4.847765249,-5.631312037,1.355910782,-3.869355165,-5.826593285,1.3694364,-2.984199427,-5.016271166,2.064289107,-1.479869332,-2.725875427,2.450861396,2.996685808,-2.887815625,1.127752742,-7.731803683,-2.981824491,1.103090296,-7.796923763,-2.004035248,0.978378902,-7.080130069,-1.139381239,1.627623211,-4.981401242,0.571335646,2.12564677,-4.731573964,4.674685341,0.367069044
Pttm122k,Pan_troglodytes,Hominidae,6.611508353,6.673157018,-1.245767927,5.538841108,-1.23578407,0.373538797,1.009568517,-5.373242942,-0.449586126,0.2927377,-5.361438069,-1.037538822,0.941507112,-4.355265603,-3.439033846,0.054301379,-3.989889459,-4.239459541,-0.98605635,-2.862784855,-5.145622632,-0.789832159,-2.57298796,-5.984053718,-2.516686404,-1.773403464,-3.627412132,-1.704936463,-3.961919979,-2.119995698,0.758655075,0.263330928,-1.308129727,-1.674436209,-4.003472516,-2.168596821,-0.627463174,-4.996528399,-1.613458696,-2.833735983,-4.519961749,-1.10286793,-1.276608431,-5.379985469,0.29473625,-2.939442135,-4.947368824,1.415827674,2.593725938,3.522647054,-5.966480097,-2.189737841,-0.017207896,-5.74093246,-3.427251135,-0.873798251,-5.253685365,-3.408041914,-1.072020742,-4.360217396,-4.70317601,-2.249581097,-1.95769914,-4.70997011,-4.03263865,-1.009540268,-6.369915086,-1.873807123,-0.844609006,-5.592240233,-3.266922511,0.535163919,-5.458966615,-3.404833617,0.674265522,-5.594208267,-3.157630517,0.868338109,-6.170540716,-3.705074916,-0.283244117,-7.894173372,-5.195319257,1.01444115,-7.187708103,-6.154219247,0.532274335,-5.997712097,-6.431245835,0.983062236,-8.609970641,-4.079423436,0.943513263,-8.633187012,-2.826706624,1.306696068,-0.767147224,7.074859209,0.973127013,-6.007283904,4.136021388,0.493679942,-6.617370801,3.081068346,-0.601006972,-5.574959949,3.835272363,-2.836082047,-5.313138077,2.882597604,-3.399882224,-4.43117772,2.089343746,-4.585856552,-4.231924273,2.402700089,-5.440041153,-3.764559039,0.07359884,-3.251907481,-5.571776937,1.212163838,-1.636711933,-0.936926303,2.277581631,-1.251014616,-5.566098942,1.121973147,-1.713030364,-6.357207657,2.569163487,-1.211050914,-6.306017474,-0.336022919,-0.684383207,-6.71049123,1.88416902,0.792690553,-6.635747624,-0.404431204,1.62795577,4.736408719,4.689546179,2.571864451,2.661399822,3.16717938,2.637568083,4.269934434,-1.405748543,1.752719502,-1.01547247,6.046394123,2.252025396,-0.529202862,0.972051257,1.077660473,-2.525491073,-0.864013763,1.567598305,-3.61360454,-1.685080717,1.629595287,-6.413929604,-3.931958449,1.137314579,-5.681951625,-5.802755628,1.566475293,-4.507711573,-6.107828902,1.71322918,-3.385059635,-5.263393902,2.243046697,-1.706991518,-3.203237392,2.773893802,2.891597483,-4.440523415,0.715260267,-7.724269024,-2.680754753,1.776878753,-7.869415175,-1.498264175,2.031305832,-6.711697806,-0.763681715,2.711059667,-4.314825689,0.306697517,3.257533493,-4.386436992,5.287600404,1.574322486
Pttf048k,Pan_troglodytes,Hominidae,6.393646756,6.613505308,-1.241487042,4.915520607,-0.576022268,0.111527978,1.507521016,-4.352339944,-0.682771745,0.432322117,-4.667101222,-1.327694752,0.876742281,-3.807125741,-3.870854144,0.151892232,-3.812921697,-4.008170763,-1.388734458,-2.825270069,-5.122293422,-1.060384274,-2.483812013,-5.836151015,-2.712159298,-1.435863963,-3.621950561,-1.651680221,-3.846860428,-1.895519835,0.590841456,0.464423537,-1.681542632,-2.114425727,-3.760970451,-2.019536883,-0.354783281,-4.579670746,-1.640577913,-2.551994034,-3.856043015,-1.112862195,-1.012739143,-4.706968253,0.102394348,-2.776354189,-4.643581153,1.454072057,1.879102378,3.256324139,-6.40705649,-2.385455167,0.025147348,-5.522967873,-3.862784488,-0.815968763,-4.674421505,-3.695356205,-0.958335267,-3.900577305,-4.66879785,-1.834837642,-1.689548048,-4.79553087,-3.731407475,-0.753251069,-6.273479183,-1.659240368,-0.629519138,-5.324617544,-2.740824335,0.487601334,-5.231828661,-2.774820234,0.994747787,-5.341156676,-2.619658757,1.05042643,-6.08850726,-3.061243637,-0.089436527,-8.366254559,-5.005727721,1.212206689,-7.332475959,-5.74167455,1.046633346,-6.154180013,-5.776308835,1.161821243,-8.851286113,-3.827047895,1.196538629,-8.65568794,-2.486555765,1.568968731,-1.119226392,7.093634526,0.614659257,-5.380006959,4.432404392,0.247627958,-6.162502853,3.633904519,-0.350570772,-5.429863979,3.985820339,-2.600135381,-5.567248641,3.459214659,-3.257981802,-4.833705613,2.211133578,-4.644491322,-4.777728102,2.400543704,-5.331364371,-4.015505116,-0.093054469,-3.248705701,-5.870296948,1.61164835,-1.499693635,-1.014755476,2.834781394,-1.354667988,-5.599633963,1.107117822,-1.631924505,-6.229541019,3.078345519,-1.183555636,-6.148299291,0.54332867,-0.582293438,-6.278564143,2.388943392,0.664965138,-6.586533213,0.128062288,1.659930441,4.484372092,5.084206014,2.222492214,2.774272668,3.428909276,2.302828821,4.072150677,-0.701465768,1.006122011,-1.295117077,6.383899393,1.56440547,-0.103291224,1.581580384,1.226775441,-2.344739333,-0.333171524,1.826793785,-3.135961496,-1.186697199,1.607457849,-6.589318227,-3.585499282,1.23622158,-5.68053988,-5.428648128,1.796437757,-4.828601501,-5.931989917,1.731339426,-3.661317057,-5.260428202,2.605502161,-1.659933775,-3.227355655,3.179512534,2.738407976,-3.72139602,0.422268355,-7.999779637,-2.367243854,2.154688681,-7.983853241,-1.428154421,2.076470949,-6.97363709,-0.429133509,2.894090686,-4.617556962,1.042540863,3.361696613,-4.158287713,5.529242178,1.315003171
Pttf040k,Pan_troglodytes,Hominidae,6.307380808,6.078348234,-0.1782867,4.498463865,-0.874747163,1.238846791,0.614354759,-4.782455009,0.229597227,-0.230239505,-5.057425632,-0.465565907,1.010515127,-4.36066991,-3.263436384,0.104475801,-4.475203598,-3.221113894,-0.37965698,-2.989669748,-4.976013474,-0.146477494,-3.059335774,-5.410791142,-2.324075314,-2.121673187,-3.369474638,-2.079720335,-4.219125711,-1.553474444,0.611669084,-0.394403866,-1.54229468,-2.284382456,-3.936353693,-1.827210676,-0.938305709,-4.941937853,-0.900885492,-3.11503803,-4.291262645,-0.768667609,-1.164385462,-5.262384453,0.513552985,-3.192371888,-4.623827369,1.545333339,2.877472614,2.573570894,-6.534820208,-1.409973452,-0.482846939,-5.66554899,-2.713181544,-1.338152254,-5.368416358,-2.988557006,-1.524944686,-4.464303381,-4.523725647,-2.606164251,-2.175243468,-4.909392384,-4.159234863,-0.74172809,-6.453873578,-2.075408328,-1.032777211,-5.989617636,-3.356677898,-0.016282379,-5.847708646,-3.441142356,0.678176834,-6.126278528,-3.398350288,0.609202502,-6.349292296,-3.731773397,-0.408897444,-8.495812022,-5.271258345,0.954509008,-7.4110701,-6.031840313,0.89737789,-6.236519707,-6.123716856,1.259698456,-8.989318947,-4.16521412,0.772158364,-8.741874977,-3.001074077,0.872078894,-1.396303085,6.299040545,0.391012969,-5.824746195,3.12613636,-0.641439442,-6.354363147,2.48994972,-1.263441672,-5.382011488,3.029825721,-3.546267537,-5.040201448,2.244478594,-4.147215487,-3.732008624,1.440484527,-5.258747983,-3.805121039,1.623095811,-5.937666595,-3.516913541,-0.597835636,-3.363608699,-5.731851151,0.696104791,-2.184417035,-1.176410987,1.950145162,-1.632982392,-5.461401693,0.030323865,-2.353851097,-6.18574535,1.795016922,-1.730399997,-6.079431839,-0.576915534,-1.225461224,-6.68323811,1.196287519,0.096077994,-6.609505768,-0.267143236,1.167002776,3.993587248,4.611464872,2.514285672,1.502282941,2.64947047,2.581586386,3.824834104,-1.166904943,1.975652224,-1.775516877,5.732023832,1.346795186,-0.730830273,0.97243628,0.787369386,-2.818432202,-0.684835292,1.780121948,-4.262822458,-1.915927876,1.455920818,-6.907834138,-3.997138711,1.106901598,-6.164583709,-5.472040177,1.8571998,-4.95416613,-5.988846211,1.704242695,-4.036321313,-5.208253643,2.290884692,-2.358395741,-3.173636785,2.884356327,2.388958196,-3.895057901,0.890513353,-8.226588448,-2.589447996,1.553872472,-8.565441644,-1.691745784,1.483208751,-7.558413506,-0.760858224,2.090091349,-5.186089797,0.580679368,2.52084647,-4.454369045,4.848351059,0.220586345
Pttm016k,Pan_troglodytes,Hominidae,5.638227323,7.276146566,-3.514915149,5.668130957,-0.104078052,-1.438421243,2.373893507,-4.797456501,-1.188782774,0.929799406,-5.043257234,-1.507744912,0.873126227,-4.635550848,-3.888377032,-0.069570453,-4.821616856,-3.997093313,-1.900083745,-3.934359631,-5.006037928,-1.855784561,-3.668755101,-5.750938406,-3.259458845,-2.590597202,-3.260148392,-1.45004829,-4.812515898,-1.903175184,0.428889369,-0.179116815,-1.963863418,-1.755399325,-4.560672424,-1.919775929,-0.021334616,-5.133000397,-1.296031704,-2.166063605,-4.686405803,-0.616204484,-0.165584906,-4.860899437,0.65672592,-1.687781828,-4.805169053,2.097113329,0.48695625,2.726548627,-7.379764656,-3.153258561,-0.797095133,-5.498048935,-4.642439249,-2.065015101,-4.518932973,-4.482753301,-2.081058381,-4.101365887,-4.674813165,-2.79334694,-1.43318823,-3.971989924,-4.609343057,0.337698229,-6.103230331,-2.527418262,0.467406385,-5.100432632,-3.682597116,1.595558659,-4.723336731,-3.539644738,2.268567678,-4.950024204,-3.408063648,2.218622138,-5.557456897,-4.052064969,1.052569805,-6.95452554,-5.713961208,3.489838719,-5.949396834,-6.619517943,3.248750797,-4.971247316,-6.976016123,2.972893328,-7.800940668,-4.392240107,3.384490324,-7.988141545,-3.40496354,3.228492453,-1.525256499,7.503000366,-0.453635202,-5.911940626,4.351544215,-0.011737562,-6.449726741,3.118708527,-0.437603045,-6.19405443,3.628351926,-2.832327138,-6.411991989,2.394338063,-3.133573121,-5.847925075,1.14811697,-4.275545544,-5.656659092,1.266841189,-5.128695402,-4.716516002,-0.814233485,-2.792744713,-6.432620722,0.93164051,-1.271638089,-1.751396184,2.127725354,-1.699819602,-6.250732415,0.368146722,-1.258136738,-6.548215448,2.563114624,-1.021202624,-6.303577656,-0.23658335,0.158836481,-6.115826651,1.821451437,1.165877182,-5.81026801,-0.10363917,2.661580732,4.674054399,5.898408071,0.112162754,2.57793529,3.804193131,1.048106148,4.874565547,-0.251819455,-0.207843748,-1.576893761,6.63269701,0.522537987,-0.250565898,1.322782484,0.690562274,-1.712887648,-0.41021707,1.773109287,-2.833148468,-1.683570495,2.235398306,-5.395152626,-4.223700734,2.912174609,-4.584842307,-5.804066771,3.317996321,-3.146127319,-6.478372369,3.226683859,-1.947755878,-5.269683568,3.644266333,-0.106267968,-2.961011031,3.176253661,3.956146422,-3.677779873,-0.637712972,-7.253872269,-3.119503281,3.677279513,-7.314268789,-1.468821852,3.683624039,-6.22602368,-0.446237291,4.157682236,-3.569997152,1.007298661,3.7464757,-5.064730232,5.613330607,0.902582474
