cat,PhyloSpp,Fam,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43,var44,var45,var46,var47,var48,var49,var50,var51,var52,var53,var54,var55,var56,var57,var58,var59,var60,var61,var62,var63,var64,var65,var66,var67,var68,var69,var70,var71,var72,var73,var74,var75,var76,var77,var78,var79,var80,var81,var82,var83,var84,var85,var86,var87,var88,var89,var90,var91,var92,var93,var94,var95,var96,var97,var98,var99,var100,var101,var102,var103,var104,var105,var106,var107,var108,var109,var110,var111,var112,var113,var114,var115,var116,var117,var118,var119,var120,var121,var122,var123,var124,var125,var126,var127,var128,var129,var130,var131,var132,var133,var134,var135,var136,var137,var138,var139,var140,var141,var142,var143,var144,var145,var146,var147,var148,var149,var150,var151,var152,var153,var154,var155,var156,var157,var158,var159,var160,var161,var162,var163,var164,var165,var166,var167,var168,var169,var170,var171,var172,var173,var174,var175,var176,var177,var178,var179,var180,var181,var182,var183,var184,var185,var186,var187,var188,var189,var190,var191,var192,var193,var194,var195
Gggm007k,Gorilla_gorilla,Hominidae,9.707861001,11.08705596,-3.320988696,7.376593566,0.169519627,1.433986958,3.529666379,-5.406981597,-0.114114576,1.964601399,-5.670471686,-1.125250059,2.440132389,-3.909076926,-3.721512431,0.83661432,-4.183640627,-3.718049054,-0.683340645,-2.772385146,-5.291101475,-0.215984744,-2.168573272,-6.420625872,-2.399006629,-1.675052247,-3.710786818,-1.098312292,-4.397463145,-2.011568278,1.003125582,1.161327723,-1.130414377,-2.117308847,-3.367818393,-2.175122958,0.315617823,-5.785985419,-1.539630936,-3.23999403,-4.672081456,-0.445404377,-1.06457282,-6.223321596,1.509018352,-3.933498632,-5.881777617,3.427468,3.759843221,5.314770791,-7.283897555,-1.417537349,0.684457632,-5.752318191,-3.13543409,-0.977444541,-6.251627338,-2.914248133,-1.018751879,-6.412656353,-6.478884365,-3.646318616,-1.550014769,-6.462777455,-5.823723683,-0.145160207,-8.655286317,-3.486115838,-0.54968191,-7.913801765,-4.807104344,1.619427751,-7.578085744,-5.116129995,2.527988655,-8.281456004,-4.731049242,2.575962919,-8.515640498,-5.449650124,0.813156229,-10.6495069,-7.084059371,1.923606633,-9.613069543,-7.951983595,1.762247989,-8.506247185,-8.255661634,1.999561083,-11.30257341,-5.973937884,1.79183292,-11.32098325,-4.588335308,1.54044111,-1.324745161,10.21998832,0.61078006,-7.192993045,6.855641903,-0.994266727,-7.788012238,5.07655943,-1.923068502,-5.971431961,5.116441571,-4.697145094,-6.037835432,3.519910296,-4.77141287,-4.849076158,2.323715048,-5.717115385,-4.417017622,2.366621689,-6.798072539,-4.107090431,0.220401468,-3.825193429,-6.924634229,1.655011353,-2.730106396,-1.163209163,4.120536062,-1.045979315,-6.048471187,0.636165559,-2.652835274,-8.063434431,3.025359547,-2.325036923,-7.546647531,-0.227040719,-1.033705777,-8.636372214,2.254076974,0.816446545,-8.874522365,-0.849951075,2.901241395,5.95372191,8.007283372,2.486177245,3.798897995,6.01416097,3.793157286,5.994451858,0.263377958,3.188446971,-2.092744465,9.202254516,2.582459033,0.295511304,2.896206128,2.418330976,-3.25056643,-0.320092819,3.788694814,-6.597597675,-3.241450965,2.895521702,-8.811103573,-5.581399208,2.637451413,-8.242117778,-7.290416385,2.816967487,-6.766617616,-7.761846233,3.404938719,-5.010534708,-6.30696988,4.613894686,-1.873220209,-2.656138268,5.047710946,4.26974577,-4.538471405,2.027056308,-10.68658651,-4.369332391,2.870685655,-10.86319667,-2.607421596,2.788437527,-9.368428428,-1.185246,4.127457699,-5.803021241,1.401542176,5.047155199,-6.641446516,7.441171229,1.161912253
Gggm121k,Gorilla_gorilla,Hominidae,6.758299806,8.930446311,-4.537172332,6.633509659,0.0840763,-1.522287643,2.605198626,-4.970674103,-1.51553436,1.515733297,-5.369466595,-1.754290283,1.48486974,-3.970951756,-5.240213232,0.067205437,-4.476765388,-4.679590589,-1.838500782,-3.103395876,-6.30801149,-1.921529759,-2.985498924,-6.910602892,-2.994095522,-2.333619673,-3.831700394,-1.571431782,-4.64147292,-2.636325044,0.599515108,0.077807607,-2.455447151,-2.12865175,-4.50721858,-2.616739388,-0.203140194,-5.796641332,-1.701416031,-2.825009219,-5.031865302,-0.478362739,-0.458684759,-5.975756101,0.968692442,-2.090080891,-4.978535942,2.719695187,1.006592625,3.539962413,-8.618309358,-3.005738685,-0.551828532,-6.498394364,-4.323376784,-1.76011784,-5.957152426,-4.383063102,-1.793077729,-5.682707496,-5.600882653,-3.629213408,-0.962010698,-5.143926681,-5.373484374,-0.05825212,-7.529029794,-3.177476164,0.128989132,-5.996994889,-4.053825213,2.152497706,-5.571545423,-4.418570092,2.801766636,-6.315776622,-3.565750529,2.831233808,-7.232839003,-5.495478976,1.927188531,-8.458162878,-6.60201593,2.921953451,-7.339441898,-7.632500058,2.654320828,-6.229376202,-7.690245223,2.7312877,-9.236000728,-5.602231557,2.886771158,-9.598504074,-4.619574548,2.985498829,-2.002123055,8.081104266,-0.645640974,-6.921639259,4.561102905,-0.460122663,-7.459441877,3.510653753,-0.706211088,-6.262517047,3.614951174,-4.191958851,-6.923483022,2.525741872,-4.005684954,-5.914156272,1.166340078,-5.709044594,-5.927211912,1.17784916,-6.53852755,-4.572669618,-0.725063699,-3.320407823,-7.052094189,0.992686356,-1.956836363,-1.854203439,2.504750616,-2.123574645,-6.479205195,0.236217483,-2.070783881,-7.887873205,1.867838699,-0.83108697,-7.314771744,-1.049688759,0.046703552,-8.066782276,1.481426844,1.647706142,-6.848943042,-0.312363894,3.211237605,5.034445839,7.093042907,0.350304333,2.780393157,4.473016583,1.441020974,5.803381299,-0.064020996,0.553635578,-1.692694879,7.400866989,1.147862669,-0.091772696,1.895338647,0.801456248,-1.870499839,-0.225664827,2.925532598,-4.129190636,-2.184315968,3.150033985,-6.657580517,-4.829372922,3.090161068,-5.934810665,-6.52852057,3.39346077,-4.054566062,-6.919379789,3.3285614,-2.646486722,-5.64870428,4.112796754,-0.19473941,-2.722774411,3.668709657,4.127626089,-3.948349307,-0.091883091,-8.019398099,-4.242654251,3.713352621,-8.557657189,-2.37009954,3.779160413,-6.934902077,-1.037387593,4.25962205,-4.316045626,1.330978006,3.936990342,-5.468005379,5.808031094,0.896981144
Gggm072k,Gorilla_gorilla,Hominidae,10.12849797,10.47967357,-1.115508832,8.039882006,-0.247638628,1.575563158,4.450344831,-5.622001634,-1.272134918,3.247006317,-6.144057881,-1.791279069,3.621489282,-4.13601009,-5.619347528,2.318125368,-4.314856025,-5.410483016,0.547492006,-2.669622773,-6.855384907,1.157604217,-2.206433664,-7.751269372,-1.340197212,-1.850078685,-4.526525042,-0.276394689,-4.766404851,-2.920273243,1.90063261,0.481388652,-1.900229258,-1.127292315,-3.903470848,-3.568804528,1.347590604,-6.426886721,-1.89969448,-2.771278617,-5.310604945,-1.784673306,0.368448328,-7.334420157,0.591559288,-3.545078462,-6.365682823,1.945244621,4.567262318,5.596771656,-7.206413702,-0.486996666,0.863660281,-6.179688922,-2.278996455,-0.675619656,-7.020426245,-2.041891988,-0.665188195,-7.587423153,-5.850235011,-3.835497038,-3.339536951,-5.534952403,-6.191149351,-1.73200214,-8.425184039,-3.312889826,-1.799015259,-7.422348077,-5.040422849,-0.159449917,-7.385557737,-5.491760548,0.713237553,-7.823011601,-5.021305486,0.729754531,-7.898526113,-5.799352516,-1.045488176,-9.738801279,-7.470290571,-0.33621536,-8.835882802,-8.222017035,-0.589756948,-7.457371022,-8.56338898,-0.137901946,-10.66237603,-6.381063968,-0.724869703,-11.07105971,-5.326981421,-0.173570814,-1.091614118,9.640210925,1.376096231,-6.520255157,6.709658741,-1.774280024,-7.322614847,5.249164586,-2.301955959,-4.705716205,5.221862606,-5.952067068,-5.528409978,4.042409803,-5.622847621,-4.119703121,2.896167194,-6.651415877,-3.859835251,3.129993273,-7.565331587,-3.502297161,0.276142318,-4.259799846,-6.385038291,1.739174677,-3.283092815,-0.717053093,3.348355908,-1.857587035,-5.848970822,0.943478908,-3.428416175,-7.598705258,3.337152434,-2.183506273,-7.229942118,-0.428914318,-1.72278531,-8.627808064,2.749469472,0.510872777,-8.4301843,-0.792900658,1.984640246,5.855429449,6.995633957,4.141248773,3.639895654,5.161043943,4.472675244,6.978231653,-0.554483192,2.726819517,-1.404171888,8.790043297,2.246465125,0.770075983,2.21503126,1.995642666,-2.747669645,-0.895652103,3.122800344,-5.263165323,-3.226151623,1.962837173,-8.125572803,-5.721773065,0.501750045,-7.641926528,-8.086696525,0.587797656,-5.793951446,-8.406613138,0.984106179,-4.933864715,-7.395502682,2.653483629,-2.050045064,-4.453277177,4.419221632,5.203670473,-4.544027768,1.022134368,-10.62344856,-4.744012638,0.686159858,-10.53068199,-3.261859194,1.139895702,-9.741464689,-2.236441781,2.539113343,-6.376443224,0.246900394,4.41163724,-5.320156994,7.732989356,0.515666645
Hosm013k,Homo_sapiens,Hominidae,6.996380121,7.369980748,-0.944779474,3.665320956,-2.746103744,-0.742189679,0.067357891,-5.869258214,-2.033749111,-0.622700479,-5.842489521,-2.333320727,-1.615615127,-5.799489898,-4.417428478,-2.080857231,-5.936248793,-4.220017772,-4.532261771,-4.995829989,-5.354627908,-4.458771774,-5.196946104,-6.410008979,-5.126730409,-3.724329067,-4.021324672,-3.556100933,-5.788451447,-1.839493293,-1.524031615,-1.015099423,-2.914685324,-4.521691639,-5.017002858,-2.067067691,-1.854309982,-6.29531941,-2.145168334,-4.360965665,-5.146916237,-1.576685245,-1.942922456,-6.032991952,0.205743879,-3.715416852,-5.121124662,1.431836003,0.121139638,2.058646844,-11.51975949,-6.538795245,-2.968313243,-6.519396314,-6.726827122,-3.066078786,-5.665730041,-6.545846822,-3.008481661,-5.020937668,-7.451481285,-4.062969031,-3.548727325,-5.947164667,-4.679143315,-1.17547195,-7.536244247,-2.490877541,-1.101941195,-6.547470956,-3.306424644,-0.234007401,-6.436843577,-3.477015301,0.303900382,-6.58357807,-3.109422542,0.319738279,-7.234754219,-3.896865964,-0.213350067,-7.466986108,-4.22098442,1.517415905,-6.923074471,-5.077023542,1.470907227,-6.329844595,-5.325487072,1.357605781,-7.922538295,-3.502628351,1.453615978,-7.977174137,-2.601825001,1.739649563,-2.731007758,6.527603386,0.085441727,-7.154862372,3.558518785,-1.169511605,-7.371025511,3.156357392,-1.441114875,-7.676496198,2.53803969,-3.785825147,-7.95439704,1.844654981,-3.541112401,-7.996398651,0.181872429,-4.763474484,-8.178300191,0.216008533,-5.529800094,-6.502229739,-1.608746644,-3.870819202,-8.184417486,0.471331257,-1.532647884,-3.006798247,1.185985895,-2.949417486,-7.716895406,-0.617372233,-1.857343971,-8.20228994,1.986572896,-1.198723426,-7.760036775,-0.62681682,-1.019953129,-7.73184933,1.717571527,0.933530024,-7.123000223,-0.268607689,1.800094187,2.660734719,3.557609688,2.843500703,0.228824108,1.737764762,1.600158685,3.073328136,-2.845572818,-0.534260496,-3.368726094,6.16899156,0.148418798,-1.449636822,0.592633326,-0.601896965,-3.336349133,-0.943883964,1.156048916,-4.654681497,-2.07655125,0.693000561,-6.685659126,-3.346079254,0.973805781,-5.84160535,-4.626676818,1.618824236,-5.358852693,-5.385896492,1.663679165,-3.982975328,-4.908806713,1.934767113,-2.238074106,-3.032446228,2.01168392,0.970548214,-5.499428483,-0.754288871,-7.45539361,-2.606654974,2.025664364,-7.771126774,-1.911430743,2.202108494,-7.029611379,-0.661541918,2.471716811,-5.043379913,0.591093289,2.318704905,-6.512583905,4.350202403,0.118698316
Hosm030k,Homo_sapiens,Hominidae,8.568137724,8.154832372,-1.760486536,4.104469681,-3.117712559,0.308272944,0.801088106,-6.800629678,-1.49921577,0.062908306,-7.004122418,-2.098924155,-0.587904693,-6.611974761,-4.255066477,-1.235084943,-6.732631799,-3.963904942,-2.857126894,-5.618213267,-5.325090172,-2.86325337,-5.832557883,-6.163553785,-4.424091604,-4.427151611,-3.722157755,-3.257783507,-6.622728968,-1.98522911,-0.794772236,-2.047448548,-3.013329794,-3.773529751,-6.2198504,-2.011476771,-1.216959961,-7.384538021,-1.490527491,-4.125129742,-6.247671699,-1.305939335,-2.194045653,-7.204509964,0.011217424,-3.655318797,-6.352865958,1.066542834,1.965505259,1.939999794,-12.23076605,-5.555099747,-3.722107816,-6.489737225,-5.964573138,-4.141817995,-5.503964205,-5.752778064,-3.906317357,-4.954091385,-6.737101296,-4.770651621,-3.410136021,-5.904354524,-5.885571054,-1.259867129,-7.557606364,-3.981572094,-1.248819006,-6.071651361,-4.378620085,-0.336717294,-6.040676602,-4.54454914,0.450296022,-6.313104299,-4.279211189,0.410496238,-7.475520941,-5.609161893,-0.351637089,-7.939843451,-6.100597972,1.284052007,-7.442109567,-6.559110344,1.147565577,-6.545743316,-6.816825356,1.17452642,-8.316185582,-5.386554292,1.200147425,-8.635636082,-4.676666217,1.134304006,-3.341459012,5.358210309,0.554971326,-7.72015374,2.779851379,-1.382766633,-7.833119895,2.105862317,-1.589876583,-7.707311579,1.363154248,-4.165394112,-7.946605741,0.973880682,-3.920360152,-7.341094796,-0.639144636,-5.119241798,-7.240053585,-0.681965208,-5.932588942,-6.050533938,-2.454364669,-3.532078761,-8.5453811,-0.965948717,-1.842399532,-3.46068833,0.515262883,-2.904652002,-7.742743651,-1.876564498,-1.979923842,-8.752570152,0.815102951,-1.261071176,-7.904681204,-2.245511715,-1.139921781,-8.84054081,-0.146415855,0.338875518,-8.110789461,-1.743140863,1.376702408,3.507327829,3.722257541,3.852024334,0.310365028,0.959712883,3.169856562,3.476346612,-3.472684022,0.630053791,-3.700533304,4.998372326,0.899821905,-1.423115828,-0.282103116,0.412990788,-3.793313502,-2.176861049,1.843094154,-4.970644647,-3.188672766,1.187131392,-7.328516436,-5.261433898,1.07631394,-6.531651965,-6.439918098,1.746699365,-5.90734868,-7.127884186,1.744290763,-4.587691515,-6.486893298,1.860287571,-2.152851669,-4.756873519,2.106677968,1.849748562,-6.136129833,-0.083988861,-8.09985201,-4.664781448,1.497887524,-8.79788476,-3.881511502,1.695659831,-8.411875923,-2.523918625,2.077671079,-6.553294006,-0.240475576,2.470517104,-6.705465279,3.717106762,0.223918081
Hosf070k,Homo_sapiens,Hominidae,7.792581081,8.35218958,-2.554771185,5.019925414,-0.770447471,-0.479878058,1.842810704,-4.662572852,-0.83212975,1.457926947,-4.893129532,-1.019343751,0.887451124,-5.339805844,-3.298618798,0.41690679,-5.52680208,-3.03964273,-1.856345782,-5.377810799,-4.470206475,-1.74606155,-5.376261595,-4.999723455,-3.149023757,-4.344038551,-3.048462396,-1.488727138,-5.556500224,-0.886343226,0.292010307,-1.582557828,-2.507714761,-2.164538205,-5.107160061,-1.053365635,-0.053235007,-5.522613323,-0.503228334,-2.498939029,-4.978648344,-0.641621854,-0.467915206,-5.45599585,0.843843505,-1.863619695,-4.751306979,1.902221489,0.904295419,1.709631594,-11.46097384,-4.55426252,-3.780634435,-5.786040277,-4.762455012,-3.870676112,-4.656522284,-4.701258581,-3.836367661,-3.952326044,-5.648604946,-4.789147166,-2.04235008,-3.751699432,-4.606381208,0.102851799,-5.29375961,-3.067124705,0.135838008,-4.329500903,-3.664358008,0.569213639,-3.954597385,-3.234172738,1.101501866,-4.114700822,-3.354384875,0.911660818,-5.356206037,-4.485478825,0.803261469,-5.133731671,-4.331388451,2.679586735,-4.419003899,-4.934095014,2.747265427,-3.952328015,-5.009426247,2.52917508,-5.647445517,-3.725198393,2.660407403,-5.789011991,-3.395126809,2.699842428,-1.539499033,5.359477138,-0.513994804,-5.361409798,2.300102317,-0.684911853,-5.593908727,1.895824667,-0.941916545,-5.896993485,1.346103628,-3.07607269,-6.360873351,0.94310193,-2.941523284,-6.13056836,-0.892170351,-4.078652826,-6.291669342,-0.865725195,-4.941039283,-4.781914114,-2.637461337,-2.93637165,-6.303816921,-0.645338226,-0.721683774,-2.250925664,0.565027538,-2.637898471,-5.842090076,-1.659395689,-0.963968827,-6.089964744,0.772120545,-0.553629938,-5.603757032,-2.079640511,-0.393617254,-5.948377885,0.061382354,1.067546836,-5.267384983,-0.988244429,1.863483706,4.156495569,4.681754121,1.014967392,1.775518809,2.251043797,0.514453559,4.313668526,-0.902907284,-0.139141462,-1.548946949,4.768229771,-0.035855536,-0.292238685,0.054971243,-0.15873216,-1.746667241,-1.214251797,1.417339584,-2.527066829,-1.993302326,1.346084102,-4.575377243,-3.721095519,1.961693603,-3.830535577,-4.534264283,2.826388224,-3.299816381,-5.104897241,2.628093021,-2.196701813,-4.540975991,2.908078344,-0.050709032,-3.164043145,1.813895265,3.001681821,-3.991048392,0.163820988,-5.321232411,-3.198811006,2.86731555,-5.747697889,-2.560729495,2.777223644,-5.452269943,-1.279010706,2.780978952,-3.572928956,0.457073304,1.905702555,-4.393956646,3.308747163,0.237842916
Hosm003k,Homo_sapiens,Hominidae,6.451144936,8.506433036,-0.648522034,4.375050621,-1.80614471,-1.024366973,0.896612447,-5.846570157,-1.45918862,-0.030430378,-5.918013044,-1.7766919,-0.699650434,-6.146426039,-3.512770583,-1.45395457,-6.018164655,-3.451034984,-3.810425159,-6.011565486,-4.263513121,-3.550120547,-5.984249187,-5.3796542,-4.999806953,-4.08217974,-3.088155542,-3.147332073,-6.078996506,-1.182796242,-1.608386427,-1.017387739,-3.508136412,-4.055981028,-5.381514745,-1.208321934,-1.747896438,-6.685879546,-0.694190455,-4.155406539,-5.165034317,-0.436806585,-2.084435202,-5.944784144,0.992913532,-3.190931698,-4.818671891,2.204176607,-0.743434498,0.692811842,-12.42808713,-6.654321035,-4.016549358,-5.899638467,-6.931767874,-4.191678365,-4.667052921,-6.692605771,-3.919681204,-4.104992258,-7.523940438,-4.751383773,-3.157304779,-5.915490174,-4.870706907,-0.193145129,-7.725845475,-2.592716687,-0.236356364,-6.459825677,-3.565669086,0.369601545,-6.104550755,-3.351812196,0.975167771,-6.500314836,-3.161238302,1.055380286,-7.37659115,-4.228127523,0.731607522,-7.167797083,-4.121775474,2.265816717,-6.646963035,-4.872895941,2.355813078,-5.941660378,-4.98137658,2.393710075,-7.72332478,-3.57440174,2.227117009,-8.376685251,-2.635206413,2.21448386,-3.630699575,7.395135829,-1.453747905,-7.980143011,3.954215438,-1.812847005,-8.089810424,3.093652608,-2.103774886,-8.322068055,1.954347307,-4.107368138,-8.599900233,1.494499003,-3.676776268,-8.582709571,-0.635143084,-4.508382426,-8.433294985,-0.458017857,-5.519300688,-6.67280754,-2.09812565,-3.051227516,-8.420900208,-0.298162284,-1.55506139,-3.768793745,1.327614223,-3.168739321,-8.10551569,-0.865366687,-1.573581432,-9.067894712,1.728685073,-1.563503424,-7.88401508,-1.067465069,-0.774263177,-8.700245351,1.563531684,0.576366785,-7.352024779,0.240331835,1.80452253,3.120880748,5.312239147,1.799676005,0.168093329,2.795215041,0.967566984,3.867270793,-1.941088956,-0.433615765,-4.043086894,6.786522032,-0.847942858,-1.889523711,0.571885495,-0.352647218,-3.791512604,-1.014698686,1.536745485,-4.911579816,-1.896461685,1.496236124,-6.750239672,-3.630016752,1.891564316,-5.911322381,-4.523522955,2.645322337,-5.508380432,-5.25162246,2.890788592,-4.221264572,-4.896304797,3.127355259,-1.469546306,-2.68932707,2.713941959,1.621961396,-5.346707932,-0.169872268,-7.826158505,-2.496027473,2.380089403,-8.313791501,-1.668569878,2.554796521,-7.786333206,-0.403942751,2.722152014,-5.696067498,1.333238134,2.79425681,-7.653387912,4.691949987,-0.896135962
Hosm033k,Homo_sapiens,Hominidae,8.047381105,8.172272162,-1.326233748,3.798734177,-2.394069067,-1.39433205,0.597681299,-6.073043465,-3.220260209,-0.041920865,-6.136766234,-3.560317315,-0.845642979,-5.855000899,-6.113145272,-1.282771565,-6.025501989,-5.432576611,-3.114162819,-4.76090242,-6.811243702,-3.050680063,-4.76744065,-7.62666601,-4.363249982,-3.378604547,-5.07898174,-3.195430356,-5.925454583,-3.408158607,-0.391406539,-1.159425238,-3.6314455,-3.441439316,-5.61489226,-3.410118303,-1.11689077,-6.482452377,-3.693424595,-3.435343708,-5.71779975,-2.386934997,-1.840248225,-6.940232928,-1.200906855,-3.283556739,-5.801429603,0.016909075,2.155540253,4.292834293,-12.48914238,-5.227751121,-2.320744597,-8.169383395,-5.676215675,-2.701255256,-7.010044617,-5.730710511,-2.793227066,-5.783216269,-6.66199648,-4.010188652,-3.943109034,-5.335311796,-5.046273214,-1.598879343,-7.091833068,-2.912062304,-1.482377326,-6.014560644,-3.643315064,-1.240364281,-5.677246442,-3.924341904,-0.641988809,-5.890536314,-3.560906926,-0.595256821,-6.973047709,-4.591311895,-0.931218125,-7.599178872,-5.62574393,1.147564777,-7.033762716,-6.173895993,1.05817024,-6.415898785,-6.469304356,1.194636305,-7.914507767,-5.110657486,1.368193686,-8.087172088,-4.315897685,1.794775272,-2.461236264,5.671632384,0.083440078,-6.983502351,3.577077736,-1.407138327,-7.302332749,2.82791203,-2.157688099,-7.436045795,2.429233616,-4.694769983,-7.679678858,1.812899359,-4.198687491,-6.780027904,0.577341795,-5.87286366,-7.151774101,0.650679608,-6.575431785,-5.781238697,-1.799244176,-4.570575257,-7.744470371,-0.124410993,-2.46633199,-2.591543145,1.754934507,-3.015306787,-7.357090136,-0.680750398,-2.553061325,-7.760552492,1.872321067,-2.243696193,-7.400151498,-0.8223822,-1.627327563,-7.862210627,0.718403182,0.002423192,-6.945689481,-0.868769275,1.104232476,3.337290047,3.194647001,2.967543251,0.457703702,1.114647909,2.044988875,3.148123388,-2.876686249,-0.938256074,-2.923516236,4.915086575,0.636582774,-1.307082296,-0.043612521,-0.519212264,-3.608062427,-2.039061142,0.960609551,-4.370480516,-2.576112441,0.205669607,-6.346940093,-4.490712777,0.243689883,-6.201286865,-6.048135347,1.729673414,-5.721113631,-6.629177697,1.452700151,-4.240831415,-6.269568484,1.413568645,-1.792939022,-4.546595797,1.537122984,1.498986721,-5.678960707,-1.978940704,-7.70032475,-4.057332497,1.799202388,-8.144518489,-3.620771192,1.944149034,-7.624583041,-2.214366093,2.290571528,-5.239987114,-0.023985901,2.475780179,-6.113709023,4.031359335,-0.245251866
Hosf036k,Homo_sapiens,Hominidae,7.787803563,8.878848368,-2.469559491,3.566445643,-2.176894117,-0.650655155,1.027460564,-5.682298389,-2.43906369,0.33809964,-5.766573931,-2.836972285,-0.313606301,-4.938308955,-5.065950115,-0.763657253,-5.378374757,-4.464598332,-2.61482828,-4.028774392,-5.584495118,-2.708501948,-4.046711983,-6.696627402,-4.070279513,-3.187071487,-3.814513776,-2.742535644,-5.717465066,-2.690488208,-0.422057601,-0.763318223,-2.916893664,-3.330097196,-5.145097909,-2.63669015,-1.226115603,-6.345985947,-2.423104896,-3.580349976,-5.089079017,-1.752584977,-1.741329355,-6.300257773,-0.595973702,-2.89322674,-5.777900991,0.394555144,1.059586755,4.149562151,-10.91333852,-5.428330345,-1.954153849,-6.142302015,-5.516684518,-2.254260731,-5.264878462,-5.389098183,-2.415501263,-4.648105036,-5.656374394,-3.030099538,-3.207935871,-4.953894871,-4.879936528,-1.420771517,-6.661873537,-2.682495603,-1.163099017,-5.663271997,-3.867918252,-0.396254347,-4.767937194,-3.191402124,0.377761986,-5.012616309,-3.082135843,0.363493346,-6.548998579,-4.46828916,-0.446490905,-7.107293105,-5.391629181,1.253051154,-6.824896806,-5.965163718,1.156851666,-6.117941304,-6.418451936,1.073019901,-7.424952876,-5.08685202,1.333507977,-7.734434288,-4.551891295,1.34372097,-2.773545411,5.648968663,1.296423071,-6.556574734,3.955292817,0.078614893,-7.170803608,3.236956753,-0.491159163,-6.932126336,3.044714262,-2.886059635,-7.451690828,2.303028207,-2.83121374,-6.723652588,1.183756328,-4.194972856,-6.977913245,1.358748849,-5.090164515,-5.47527929,-1.353190283,-3.150474228,-7.673465142,0.110290564,-1.234413676,-2.576314524,1.697437616,-1.981833368,-7.0307886,-0.759653113,-1.643130756,-7.873575513,1.328964428,-0.502399144,-6.931348191,-1.172194458,-0.687279306,-7.416972464,0.618556203,0.920841472,-7.087492335,-0.794519883,1.555853977,2.780512751,2.969984831,3.122234027,0.260661313,0.998432903,2.338563047,3.031167087,-2.632287734,-0.483102893,-3.16783314,5.026878181,1.455171201,-1.714591657,-0.007415788,-0.017644729,-3.36835305,-2.122214148,1.706371602,-4.313294677,-2.659697031,1.114100307,-6.103787563,-4.403302603,0.843138975,-5.976297342,-5.832943938,1.547365239,-5.42024831,-6.476176196,1.183287083,-3.766104001,-6.217185041,1.531992825,-1.49095523,-4.227847858,1.651550183,1.92974874,-5.272334087,-0.971604245,-7.529426168,-4.218352611,1.597880783,-8.134452742,-3.803511107,2.012954245,-7.472676554,-2.330972403,2.561745164,-5.658868901,-0.143641906,2.921556091,-6.077903639,4.115853911,1.302292921
Hosf066k,Homo_sapiens,Hominidae,6.478180402,8.61149934,-0.483226335,4.780249054,-1.113230449,0.680261844,2.190340019,-5.037236052,-0.499123806,1.610480259,-5.351038415,-1.019839402,0.982766255,-5.614141393,-3.21172909,0.348305583,-5.833375838,-3.083376764,-1.365972893,-5.624679742,-4.375119178,-1.188530209,-5.741405706,-4.745760313,-2.734988698,-4.166693744,-2.825443541,-1.388369261,-5.898945484,-0.997884318,0.216891842,-1.180143758,-2.452400211,-2.252842589,-5.343887952,-1.293790533,0.240448697,-6.067868626,-0.594544677,-2.206477959,-5.223725714,-0.455844971,-0.290472116,-5.765035023,1.351325392,-2.303878064,-4.917044971,2.151020094,1.485729756,1.258267828,-10.79305779,-4.022339018,-3.908542113,-6.384681747,-4.228123537,-4.102461134,-4.934855277,-4.234983971,-4.018404396,-4.252705623,-5.335928245,-4.839216324,-2.410410657,-3.987913872,-5.041239953,-0.474970648,-5.869390153,-3.369627505,-0.790622896,-4.639614334,-3.723912371,0.160957967,-4.351228045,-3.690741502,0.735251309,-4.514189699,-3.38553851,0.563551662,-5.542003721,-4.724403909,0.354062494,-6.068794467,-5.083367205,2.37775695,-5.454391333,-5.430911577,2.308226174,-4.640172687,-5.694957886,2.544357312,-6.599145234,-4.523352435,2.389699851,-6.953255985,-3.808236905,2.232941751,-3.323645285,5.531222747,-0.41931355,-6.762990769,2.506202328,-2.082846674,-6.863772142,1.976317082,-2.485201067,-6.547478881,0.832552361,-4.573060889,-6.759556295,0.327340875,-4.260045117,-6.266484252,-1.190897919,-5.056595836,-6.18644447,-0.956742721,-5.77093864,-4.811835235,-2.468347111,-3.094888,-6.694865649,-1.339105493,-1.908304702,-2.263609765,0.865465945,-2.695026162,-6.042309308,-1.91644092,-1.944237102,-7.423491518,0.521237,-1.708505742,-6.336727142,-1.759887085,-1.126553443,-7.364342371,0.623040359,0.255063099,-6.53512329,-1.027422293,1.454731101,2.30533002,4.716184774,2.558167966,0.32215006,2.311568325,1.759258478,3.881419173,-1.471923308,0.87783119,-3.437190828,5.070168172,-0.300986878,-1.20486361,0.380785507,-0.018671851,-2.753070947,-1.35366392,1.231052518,-3.490923552,-2.112667783,1.110022147,-5.053639339,-3.957106088,1.719996252,-4.442241828,-5.016485276,2.887825535,-3.912838651,-5.472040157,2.80090441,-2.844529413,-4.929263382,2.84351909,-0.616061309,-2.72331919,2.651742743,2.372782599,-4.495303426,0.92968704,-6.389099356,-3.469538555,2.557167302,-6.830122881,-2.932725554,2.475887503,-6.711976929,-1.667871635,2.324101898,-4.760529609,0.63043236,2.083114267,-6.303590623,3.241274137,-0.765398075
