cat,genus,species,sex,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54
Aarf001k,Austral,afric,f,1.521409143,-0.945558569,1.181513858,-1.261653384,0.724549731,-1.45037132,0.26960776,-1.554421667,-0.211585244,-1.692975172,-0.671831532,-1.66683713,-1.015365321,-1.387214137,-1.252352288,-0.973074857,-1.528843152,-0.593047066,-1.61852825,-0.403968567,-1.598174684,-0.107342706,-1.569786837,0.226024523,-1.495704876,0.536475195,-1.257921872,0.765065187,-0.96886292,0.96145828,-0.75188001,1.151972995,-0.478017647,1.250386898,-0.173677391,1.440209045,0.198856578,1.464976513,0.596947761,1.460595986,0.837171739,1.16910807,1.127699694,1.013512635,1.376045858,0.797376403,1.551780204,0.465123527,1.714665656,0.068107211,1.724549573,-0.250231265,1.774282336,-0.571243326
Cmsf006k,Cercop,mitis,f,0.622849593,-1.079940352,0.226003209,-1.189236319,-0.19144991,-1.21208152,-0.557735204,-1.096671625,-0.877644108,-0.865981005,-1.172445929,-0.691312098,-1.360011161,-0.389438385,-1.26073255,-0.040688832,-1.067503599,0.315235467,-0.932916065,0.393232858,-0.855372742,0.549370475,-0.637692978,0.633172361,-0.466021565,0.775269064,-0.35391576,0.846159871,-0.160212076,0.881657956,0.055043992,0.868547349,0.212916816,0.854565978,0.416033546,0.821686585,0.611002595,0.689723059,0.762882377,0.557777339,0.925293592,0.382299567,1.021626991,0.200656185,1.082996018,-0.042745872,1.095720926,-0.255405249,1.041569961,-0.447612899,0.978676411,-0.606357083,0.867299534,-0.797550352
Cmsf007k,Cercop,mitis,f,0.826778844,-0.734800398,0.518150751,-0.941112004,0.206907596,-1.124731316,-0.132192674,-1.066811984,-0.478521067,-0.955537796,-0.809304025,-0.798359296,-1.131765046,-0.641476301,-1.179158596,-0.325410228,-1.060525245,0.013791853,-0.942169168,0.13849658,-0.816784653,0.321161423,-0.708432007,0.468890674,-0.577177863,0.59129301,-0.432092162,0.670190992,-0.267904667,0.750888042,-0.082552044,0.752344931,0.101643854,0.72521228,0.237618585,0.652527438,0.383281427,0.608732481,0.520761064,0.522996677,0.630577222,0.392407465,0.715617225,0.326851579,0.80631698,0.161627732,0.859512197,0.028971355,0.897784828,-0.092897669,0.951159096,-0.227751916,0.933714307,-0.410146596
Cmsf008k,Cercop,mitis,f,0.886864526,-0.742233602,0.647030256,-1.086035935,0.272660221,-1.271015922,-0.103274196,-1.222435679,-0.528404932,-1.192054488,-0.886677663,-1.028060194,-1.185450678,-0.762052661,-1.292746093,-0.361856483,-1.262871269,-0.023374148,-1.15538222,0.160495682,-1.069203456,0.359321219,-0.915313697,0.575077131,-0.719288839,0.667905636,-0.530409818,0.805642742,-0.286058375,0.841996841,-0.07528549,0.866475053,0.146397865,0.889946916,0.383532806,0.844380164,0.497074359,0.711949757,0.634863959,0.600492846,0.73697543,0.494092189,0.844750415,0.358353208,0.967582944,0.271779084,1.004505901,0.043931253,0.999942573,-0.068369817,1.011674191,-0.209647755,1.060240299,-0.361219021
Cmsf009k,Cercop,mitis,f,0.909043623,-0.895986934,0.611231628,-1.123104069,0.263302169,-1.244735016,-0.12963892,-1.284590731,-0.507836019,-1.160870468,-0.897509692,-1.05452778,-1.151038495,-0.772309313,-1.209287615,-0.412828412,-1.078644739,-0.0392503,-1.016583382,0.126045402,-0.966744366,0.295933035,-0.835271779,0.464294478,-0.7307448,0.584724338,-0.564393674,0.724865502,-0.419394843,0.823987162,-0.254503137,0.872959891,-0.070129034,0.925018447,0.08323721,0.908622138,0.314481353,0.893690392,0.55743379,0.782614894,0.717116065,0.719749459,0.884938295,0.507630402,0.976836246,0.340647184,1.068673979,0.138756555,1.151315857,-0.109302274,1.080338486,-0.34507775,1.085930377,-0.553426108
Cmsf010k,Cercop,mitis,f,0.184629508,-1.172055635,-0.164510094,-1.230158669,-0.575785697,-1.184762354,-0.932486398,-0.955957729,-1.221754894,-0.68953651,-1.415293846,-0.315867568,-1.472320113,0.090295238,-1.230556584,0.39114609,-0.893861693,0.670532032,-0.706697095,0.753072038,-0.546997325,0.84996126,-0.299766471,0.892127444,-0.079758111,0.939022291,0.145232645,0.964365056,0.334924811,0.90624227,0.535193017,0.80839653,0.649013418,0.662781267,0.731488145,0.449984919,0.776048007,0.308910934,0.837969236,0.128115794,0.852048958,-0.012602889,0.840305267,-0.157086315,0.828924647,-0.321220828,0.787185376,-0.48558435,0.7416425,-0.666225413,0.652326295,-0.813822316,0.550056946,-0.911708019
Cmsm001k,Cercop,mitis,m,0.662540387,-0.9997565,0.389242548,-1.201487859,-0.009813907,-1.237685671,-0.413458513,-1.107556217,-0.745986267,-0.949501967,-1.067851188,-0.749608276,-1.408727966,-0.538160753,-1.411899704,-0.197395055,-1.365401474,0.17016419,-1.206136344,0.376693861,-1.063750137,0.524741485,-0.812616348,0.673238825,-0.622108408,0.835300367,-0.373998117,0.873591303,-0.136855282,0.896532483,0.127832238,0.921127992,0.356835274,0.854039943,0.564048128,0.763640741,0.722290007,0.634381043,0.818525232,0.494401498,0.88866171,0.337281942,1.004125089,0.203210332,1.026206673,0.021040074,1.060579559,-0.14828093,1.058937372,-0.305218222,0.977064736,-0.419806164,0.936738435,-0.620365844
Cmsm002k,Cercop,mitis,m,0.65859905,-0.944427589,0.29811024,-1.160593812,-0.128489973,-1.20968345,-0.49439811,-1.076716149,-0.819515882,-0.890476998,-1.200979578,-0.798177816,-1.383651031,-0.533832665,-1.262754712,-0.129892648,-1.168975581,0.247850122,-1.112243644,0.409115294,-0.91791157,0.567131238,-0.719172592,0.70293537,-0.555013229,0.765872538,-0.295292287,0.903689988,-0.110152471,0.943175666,0.099198813,0.870755928,0.326087712,0.86330614,0.49459746,0.755238977,0.692598527,0.654804247,0.783899593,0.489371893,0.931575235,0.36081652,0.988421311,0.178929906,0.986971614,-0.055915247,1.035145999,-0.21580613,1.055091858,-0.417249934,0.997253466,-0.577475937,0.857879308,-0.698712375
Cmsm003k,Cercop,mitis,m,1.179253727,-0.691367348,0.914741585,-1.059620841,0.59948309,-1.210173211,0.152415854,-1.238323805,-0.286225366,-1.217681646,-0.640865448,-1.223150841,-0.966939607,-1.027346363,-1.173964065,-0.641599724,-1.24132847,-0.289214818,-1.109708312,-0.10233919,-1.059606388,0.051541394,-0.962579044,0.277258796,-0.895384197,0.441993792,-0.756081592,0.609656425,-0.614368809,0.732029874,-0.4729635,0.829561082,-0.262601065,0.895647231,-0.12986934,0.996545769,0.132786764,0.952867971,0.360579232,0.890998224,0.597824514,0.805341936,0.801411282,0.659627081,0.958114337,0.505605872,1.113850561,0.298688425,1.244415361,0.097025067,1.256903063,-0.102589163,1.30711988,-0.310188055
Cmsm004k,Cercop,mitis,m,0.865264499,-0.879466558,0.547157247,-1.097025411,0.119579811,-1.247739953,-0.289137389,-1.224573274,-0.655056095,-1.060249644,-1.063476287,-0.95064101,-1.318643994,-0.668245238,-1.30492322,-0.276554854,-1.238573214,0.08807018,-1.104030049,0.299585696,-0.918843707,0.454838208,-0.802365024,0.582630014,-0.638262251,0.695135535,-0.484597598,0.767606694,-0.234756302,0.832410547,-0.043748409,0.815386824,0.156678883,0.826471205,0.350472174,0.808524825,0.469832712,0.696483599,0.619746669,0.62556214,0.786379249,0.493648825,0.931600245,0.336444829,0.978260473,0.209330829,1.040252881,-0.006275374,1.076198046,-0.168187503,1.032020441,-0.386303618,1.01405093,-0.560677771
Cmsm005k,Cercop,mitis,m,1.134905443,-0.699550634,0.858126526,-1.03735667,0.50490091,-1.230643792,0.083220693,-1.355150357,-0.340901402,-1.340599115,-0.776353315,-1.332118088,-1.054213822,-0.947909691,-1.16267787,-0.529614755,-1.142164958,-0.153889956,-1.014260824,0.042077707,-0.896748838,0.201664096,-0.809405987,0.383874022,-0.732124549,0.517845393,-0.609065838,0.687653723,-0.474126188,0.794721308,-0.330826846,0.899104623,-0.12761557,0.895299386,-0.008135735,0.875580696,0.200460972,0.861258965,0.367967801,0.759092953,0.536097979,0.662317033,0.688014796,0.540742322,0.84185449,0.409255094,0.956917593,0.26247047,1.101509831,0.071256016,1.1478673,-0.084794264,1.149948628,-0.306304821
Ggbf008k,Gorilla,beringei,f,-2.342077448,0.361075124,-2.044751816,0.821705919,-1.652027047,1.224198774,-1.189546295,1.53161906,-0.796818392,1.878987145,-0.260506183,2.0274032,0.269526118,1.987965523,0.785422408,1.754759327,1.148500785,1.343248676,1.396498463,1.045774689,1.619159155,0.74880289,1.728954201,0.38312252,1.843909522,0.089766451,1.832861018,-0.30251448,1.865552684,-0.622078257,1.678658243,-0.88469603,1.363961268,-1.172618317,1.094702904,-1.261033833,0.687717807,-1.394140273,0.282540619,-1.605810807,-0.191734999,-1.688428861,-0.665246654,-1.659167146,-1.038094689,-1.548385904,-1.511545214,-1.261763809,-1.841655265,-0.97426867,-2.094447572,-0.578522183,-2.215989508,-0.138819243
Ggbf015k,Gorilla,beringei,f,-1.998713645,1.414339673,-1.471632386,1.771282177,-0.870039715,1.993569393,-0.188328924,2.076032624,0.526850087,2.186586039,1.177423677,2.065270764,1.608103801,1.55560043,1.709930577,0.881017332,1.673752532,0.221769553,1.635963092,0.384170148,1.654977675,0.090248026,1.592773596,-0.207991693,1.548681273,-0.532743316,1.42337943,-0.746233491,1.230855618,-0.99609586,1.109391347,-1.281963132,0.852577009,-1.510825634,0.600669281,-1.591371195,0.055645684,-1.581276149,-0.456321992,-1.691464678,-0.974548399,-1.723844868,-1.524453961,-1.564181976,-1.987631147,-1.287957621,-2.205115358,-0.777454967,-2.269183893,-0.234084535,-2.31273313,0.342270428,-2.21949385,0.856159439
Ggbf024k,Gorilla,beringei,f,1.491948288,-1.529159471,0.965012761,-1.871554816,0.402208895,-2.073818401,-0.248560722,-2.070341603,-0.851557982,-1.967595766,-1.405772138,-1.74501624,-1.73432871,-1.372713042,-1.958096124,-0.801663085,-2.187590434,-0.231125411,-2.155747693,0.182721496,-2.089172681,0.603126267,-1.830602016,0.970686459,-1.560544123,1.249813278,-1.202594683,1.416155016,-0.740432807,1.514898994,-0.343273649,1.50536206,0.049569173,1.541501581,0.511472828,1.590311229,0.914992539,1.49340038,1.298877796,1.336891671,1.581075773,1.093230226,1.743921761,0.7392302,1.807824086,0.442413293,1.800872847,0.07144487,1.853708861,-0.366461027,1.80840915,-0.718835914,1.793598748,-1.139587978
Ggbm012k,Gorilla,beringei,m,2.256983474,-1.284238691,1.808707772,-1.739993454,1.252780559,-2.061992644,0.535913302,-2.154354948,-0.207731616,-2.211862374,-0.785580383,-2.014235351,-1.468355415,-1.758515236,-1.77561267,-1.139619379,-1.984362869,-0.485812711,-2.026905363,-0.311104537,-2.079202131,-0.009865453,-1.987995263,0.272785971,-1.87456318,0.543999435,-1.697154234,0.807569098,-1.523520482,1.038976996,-1.328777221,1.280629543,-1.119600854,1.392504405,-0.773279846,1.483496147,0.17815463,1.537576124,0.583872082,1.631801694,1.117105837,1.606167093,1.521541589,1.460883211,1.907328368,1.208894463,2.159249339,0.87054232,2.322749917,0.441255941,2.417720215,-0.031528779,2.409730674,-0.51212572
Ggbm026k,Gorilla,beringei,m,2.39660141,-1.163032777,1.904998264,-1.597100839,1.236150624,-2.018106464,0.4843654,-2.168972156,-0.134602067,-2.41495454,-0.833932942,-2.268657546,-1.500253573,-1.956506604,-1.873694303,-1.382212632,-2.032943118,-0.648685116,-1.97243816,-0.385554954,-2.009966221,-0.092330838,-1.840083501,0.167948617,-1.829911789,0.49019299,-1.788437955,0.695691083,-1.600645076,0.964989192,-1.391679202,1.181073036,-1.168073839,1.271184929,-0.880328407,1.355659578,-0.272534495,1.462534391,0.278821388,1.61387652,0.854509351,1.764780477,1.449380136,1.757665935,2.051155795,1.678336065,2.43948106,1.250775324,2.682984354,0.718867351,2.89831254,0.130369332,2.811845162,-0.481331992
Gggf025k,Gorilla,gorilla,f,-2.600763906,0.424427362,-2.289350224,0.948921537,-1.911620505,1.348654323,-1.377448926,1.669494368,-0.865099174,2.040398417,-0.2098402,2.141360468,0.406246766,2.040221583,0.767092976,1.721243091,1.292273853,1.334121067,1.426455875,1.073914883,1.678657857,0.813200012,1.765709745,0.524108718,1.910354927,0.218460531,1.942803628,-0.061112871,1.970647364,-0.416468555,1.873104488,-0.66310472,1.701228885,-0.929165199,1.394491576,-1.11894582,0.982217389,-1.390140306,0.47045146,-1.69010635,-0.010326262,-1.976014797,-0.533046724,-1.992200193,-1.110033335,-1.886799402,-1.604612963,-1.621574631,-2.00818378,-1.23200638,-2.343908405,-0.75789442,-2.596148168,-0.321878292
Gggf036k,Gorilla,gorilla,f,-2.532445705,0.372817371,-2.295120225,1.000289002,-1.892094333,1.572329879,-1.366117559,2.145797924,-0.607881917,2.338719107,0.1032094,2.450880487,0.663292318,2.029077833,1.162924653,1.512944439,1.576617889,0.887543649,1.712692042,0.62203536,1.741411292,0.425907892,1.843229108,0.210527449,1.789866222,-0.035299091,1.781740938,-0.175618208,1.708986695,-0.410351435,1.546954517,-0.567854687,1.471565802,-0.794924018,1.266788043,-0.901121355,0.838177057,-1.332807517,0.367053016,-1.649500834,-0.093514043,-1.903072083,-0.660956956,-1.931301585,-1.145799749,-1.883917428,-1.622098232,-1.575716473,-1.978792908,-1.246504749,-2.325663407,-0.762345307,-2.607841695,-0.298052175
Gggf038k,Gorilla,gorilla,f,2.040161307,-0.839160723,1.674601823,-1.255478155,1.298806914,-1.65267142,0.801380656,-1.799251436,0.156395165,-2.032987326,-0.335633986,-1.99997785,-0.795757508,-1.880886615,-1.157735189,-1.462065948,-1.564447131,-1.045059662,-1.725450208,-0.745319388,-1.779944238,-0.439050749,-1.741191722,-0.079438561,-1.728627559,0.278568418,-1.668138223,0.617721721,-1.467206962,0.873478116,-1.202524865,1.107531276,-0.99035574,1.384597972,-0.759124614,1.570416786,-0.283796111,1.744713517,0.203237114,1.821571592,0.682233181,1.86425871,1.097238126,1.654952678,1.400919514,1.346544541,1.694784966,0.963553199,1.895255197,0.521563846,2.113628264,0.044669444,2.088869804,-0.479900975
Gggf047k,Gorilla,gorilla,f,2.362292471,-0.804929577,2.030036027,-1.423662186,1.522094735,-1.9144779,0.981014101,-2.269431164,0.284880332,-2.50548846,-0.391335068,-2.467764325,-1.00013752,-2.165924996,-1.370584805,-1.604925803,-1.637274463,-0.959782483,-1.74406215,-0.608168736,-1.844270796,-0.32493949,-1.873536945,-0.016949049,-1.852912796,0.339732686,-1.805052491,0.688603613,-1.573759893,0.892608221,-1.336206972,1.090840474,-0.960064599,1.261062254,-0.711435801,1.469025572,-0.384590539,1.623514397,0.135410313,1.874541392,0.588403592,1.909133153,1.012064995,1.74625106,1.357847352,1.527494751,1.704174095,1.265999353,2.001004843,0.868552986,2.171261405,0.438452479,2.364606109,-0.032508396
Gggf069k,Gorilla,gorilla,f,0.987895984,-1.93521512,0.340774102,-2.077447355,-0.335660776,-2.149160883,-1.018201136,-1.879980531,-1.626591703,-1.759700985,-1.964279258,-1.204049368,-2.189313624,-0.709798806,-2.123673492,-0.110374401,-1.902038016,0.538765463,-1.680641797,0.765574428,-1.434736863,1.019201397,-1.233782979,1.313625437,-0.946738808,1.444666481,-0.677423169,1.477730488,-0.27549165,1.501463997,0.028275849,1.353676556,0.348524043,1.31724186,0.641244335,1.31190614,0.964563474,1.164289578,1.395025732,1.015765625,1.713751935,0.752906216,1.852236297,0.435944944,1.892646003,0.060875773,1.939711087,-0.32971486,1.785752569,-0.742963427,1.677601516,-1.152472499,1.55085859,-1.560902234
Gggf082k,Gorilla,gorilla,f,2.34223047,-0.68065533,1.980098651,-1.20181233,1.54713087,-1.762282141,1.051200111,-2.08920632,0.407149223,-2.315205565,-0.279751393,-2.366852339,-0.818001667,-1.975016768,-1.192681056,-1.402222953,-1.671740982,-0.980758267,-1.839399466,-0.713268224,-1.977367495,-0.39613083,-1.887565392,-0.082786932,-1.874942859,0.254951122,-1.69712032,0.481654242,-1.563413386,0.746253848,-1.268963167,0.992805539,-1.040533178,1.144587235,-0.802898652,1.30935764,-0.379955846,1.643327759,0.072871176,1.777988053,0.48915807,1.805643323,0.934926872,1.731837759,1.398300886,1.540728812,1.63218717,1.178024363,1.986479392,0.789845458,2.154262187,0.378668084,2.309950259,-0.010100518
Gggf099k,Gorilla,gorilla,f,1.770772537,-1.692325487,1.102596124,-2.182103932,0.483726072,-2.428570365,-0.304860655,-2.442046688,-1.084440509,-2.323756538,-1.671075349,-1.962955126,-1.956343236,-1.365763421,-2.000074355,-0.675659512,-1.938449969,0.034268426,-1.862901989,0.220449879,-1.659612086,0.517691171,-1.530485442,0.870749094,-1.412761504,1.056772063,-1.208938964,1.294963678,-0.973449916,1.466270632,-0.610402076,1.405261318,-0.344778556,1.552106294,-0.003091142,1.530469739,0.498610427,1.667629677,0.936183778,1.637281878,1.398041734,1.480712249,1.79492548,1.171269918,2.0711133,0.730155727,2.16243816,0.330248063,2.262522367,-0.138589115,2.19107235,-0.535673588,2.191166631,-1.013022728
Gggf101k,Gorilla,gorilla,f,1.490968563,-1.661736648,0.922641663,-1.969550894,0.20475976,-2.136507597,-0.343048098,-2.237499035,-1.032003391,-2.038129907,-1.631833343,-1.902495216,-1.836920302,-1.265912465,-1.940123274,-0.667881821,-1.953829745,-0.074926534,-2.082942032,0.290569786,-2.01385558,0.684024309,-1.848456747,1.083511449,-1.418408128,1.237545195,-1.105548375,1.391030818,-0.670934769,1.473190083,-0.304932751,1.546758953,0.11132011,1.655112702,0.548867476,1.678153924,0.892342439,1.638184752,1.239998363,1.399119862,1.527152251,1.153078205,1.788248319,0.820240172,1.884420174,0.452841396,1.955137788,-0.03557314,2.02424447,-0.391615166,1.997263099,-0.826727796,1.886339289,-1.197458465
Gggf102k,Gorilla,gorilla,f,1.566126451,-1.659560698,0.954842349,-1.889568755,0.328418971,-2.09059112,-0.345462104,-2.138869484,-0.990250167,-2.039580324,-1.60566132,-1.782181773,-2.059463223,-1.382019622,-2.147137123,-0.805596009,-2.048485816,-0.122236455,-1.954683104,0.209708256,-1.845119708,0.549717069,-1.809013273,0.850300199,-1.49182588,1.129286646,-1.181754786,1.283652716,-0.806127186,1.445015308,-0.446403437,1.544296277,-0.156764994,1.664193476,0.277861538,1.643682769,0.705331379,1.570227916,1.171987722,1.538494192,1.575116912,1.305306477,1.813301878,0.964729399,2.068027019,0.535772031,2.165577442,0.115423744,2.129949891,-0.282327363,2.064579484,-0.834320473,1.964880548,-1.222913035
Gggm002k,Gorilla,gorilla,m,1.852895044,-1.441206925,1.413794871,-1.796386846,0.823615903,-2.022585372,0.269906231,-2.010821363,-0.215824012,-2.070697181,-0.743557037,-1.930660712,-1.332984026,-1.914905476,-1.664682195,-1.421319447,-1.866344207,-0.860334217,-1.906415512,-0.489213255,-1.906203229,-0.036807395,-2.084382722,0.373633946,-2.017779959,0.790323248,-1.864312656,1.101087411,-1.625855655,1.396639929,-1.189586513,1.570620047,-0.838906455,1.707183101,-0.347639825,1.782510602,0.135424053,1.838330299,0.757219926,1.959824072,1.315898291,1.894057286,1.777713565,1.526098719,2.078421894,1.078727604,2.262742336,0.526789687,2.417344431,0.031713142,2.279384607,-0.578181806,2.202653575,-1.163116337
Gggm037k,Gorilla,gorilla,m,2.484718722,-1.287979623,1.84956025,-1.888240585,1.143167776,-2.153855412,0.429632051,-2.428370966,-0.389345579,-2.560035988,-1.137636022,-2.6075552,-1.707795161,-2.115311237,-2.096557147,-1.377040402,-2.207816494,-0.603834417,-2.308296097,-0.241860585,-2.320700916,0.07607907,-2.202564089,0.504737271,-1.964609405,0.80930459,-1.69923153,0.98602815,-1.349397696,1.150819824,-1.005069584,1.309439398,-0.685578583,1.402677313,-0.350713072,1.593619981,0.128725383,1.767079411,0.601152896,1.949429632,1.164747617,1.864739343,1.558933785,1.741345168,1.97545777,1.370292427,2.291839717,0.890598084,2.478611356,0.470741273,2.617366495,-0.002415373,2.736723119,-0.578921245
Gggm045k,Gorilla,gorilla,m,1.410460237,-1.934880554,0.756976982,-2.107026119,0.173271528,-2.293156277,-0.484240706,-2.169439583,-1.138665871,-2.083350938,-1.737956347,-1.822811928,-2.187887622,-1.330419329,-2.184419636,-0.709477178,-2.218166724,-0.003340705,-2.168590211,0.305033864,-2.000581892,0.761185302,-1.761455492,1.137343522,-1.493176123,1.428292926,-1.068153484,1.573809627,-0.653784843,1.708217584,-0.239606166,1.706345764,0.19678789,1.749756489,0.623880677,1.774608133,0.969774391,1.660938852,1.466724699,1.394997637,1.764793538,1.175744505,1.959002345,0.747507239,2.03101388,0.335067739,2.142732163,-0.090748434,2.083784549,-0.547682253,2.007836793,-0.933916148,1.842148855,-1.400389054
Gggm053k,Gorilla,gorilla,m,2.665580962,-0.928158007,2.319323539,-1.436666838,1.743864435,-1.887827252,1.145634805,-2.229843039,0.37392937,-2.548433366,-0.313773282,-2.615060737,-0.747389479,-2.076453484,-1.153585039,-1.53555404,-1.625398292,-0.857252015,-1.746863991,-0.727067682,-1.829386056,-0.390008703,-1.835057328,-0.066302196,-1.885797517,0.08591915,-1.947716263,0.392603409,-1.811359922,0.65880749,-1.706719632,0.857356057,-1.598954013,1.034621519,-1.376268616,1.268002157,-0.830824132,1.723322112,-0.299892297,2.004343513,0.339565008,2.448512387,0.977310943,2.380611669,1.594184929,1.988608299,1.918320567,1.473028675,2.371091755,1.016161253,2.668733418,0.386299035,2.835475372,-0.213226723
Gggm056k,Gorilla,gorilla,m,1.839237258,-1.988945095,1.278726506,-2.288316739,0.616884896,-2.492861258,-0.098824482,-2.369219941,-0.749562258,-2.281674405,-1.391774257,-2.162442792,-1.941951399,-1.841996565,-2.047947646,-1.014561499,-2.123876268,-0.496960628,-2.008230221,0.114440834,-1.974429404,0.449188304,-1.855860318,0.757680462,-1.671166718,1.065704006,-1.460291676,1.331637796,-1.20797345,1.479654283,-0.896845147,1.720817987,-0.630462993,1.783009982,-0.398695366,1.88795067,0.177955974,1.890539564,0.838123989,1.885451373,1.437029139,1.854650251,1.96326219,1.564824602,2.359238883,1.135510824,2.521050299,0.454119423,2.58474233,-0.192699439,2.450288618,-0.822128004,2.338806196,-1.527188132
Gggm058k,Gorilla,gorilla,m,1.455274602,-1.968056052,0.745830645,-2.152377359,0.026349745,-2.437730071,-0.666531199,-2.272986798,-1.43000963,-2.259178385,-1.897775542,-1.724022151,-2.346672004,-1.167244816,-2.373626613,-0.474852053,-2.229763941,-0.108510854,-2.203843118,0.399031154,-2.039191949,0.820423148,-1.783782183,1.221434692,-1.514036382,1.521371151,-1.120642068,1.752556574,-0.673914989,1.823058014,-0.319250388,1.687423383,0.137965775,1.723257178,0.519341054,1.614319866,0.942187796,1.533287849,1.454292961,1.406499611,1.859878155,1.195870072,2.186122843,0.841014257,2.391739318,0.41087812,2.470160753,-0.01374867,2.331762454,-0.505448242,2.243300627,-1.040936126,1.934252661,-1.470385826
Gggm061k,Gorilla,gorilla,m,1.470381268,-1.864579802,0.819679601,-2.066587271,0.226501246,-2.102308319,-0.520797062,-2.010853226,-1.186946762,-1.944648013,-1.782419307,-1.719262744,-2.294113817,-1.265473939,-2.381729446,-0.808976056,-2.318798648,-0.080615626,-2.119130321,0.289570083,-1.941514748,0.679275224,-1.771410032,1.151912259,-1.49063696,1.467900702,-1.103005122,1.727589129,-0.690147206,1.82698032,-0.259059718,1.930371147,0.155871118,1.850047805,0.644651339,1.677868696,0.950227813,1.417133332,1.470195068,1.263028608,1.763425168,1.02194042,1.983416171,0.627923283,2.039136767,0.22841098,2.154660996,-0.183736447,2.046708732,-0.601506999,2.037409963,-1.067225162,1.978086843,-1.436188338
Gggm062k,Gorilla,gorilla,m,2.195348292,-1.258690171,1.672519086,-1.61124327,1.087364826,-1.853097444,0.58197342,-1.970760968,-0.083542076,-2.080355632,-0.681430447,-2.074260451,-1.21906762,-1.745374598,-1.455018109,-1.232384491,-1.939672472,-0.780401159,-1.93104473,-0.47455911,-2.025820977,-0.191121712,-2.053367224,0.197430615,-2.009943496,0.481991261,-1.817402305,0.720831649,-1.579280264,0.962684887,-1.292371701,1.061139976,-0.998898079,1.123946197,-0.693497614,1.247440527,-0.165622255,1.4847523,0.303408384,1.72305804,0.903155321,1.842021001,1.374341947,1.647448421,1.878114096,1.455596999,2.255803837,1.046056661,2.469689541,0.595327801,2.555126971,0.083927705,2.742160758,-0.517694279
Gggm079k,Gorilla,gorilla,m,2.034089907,-1.652325224,1.45698535,-1.984846447,0.727188167,-2.132999527,0.097952399,-2.234264828,-0.527232369,-2.243690069,-1.198761515,-2.077083141,-1.718315171,-1.696993322,-2.019110681,-1.028810451,-2.13007965,-0.366046668,-2.209305918,-0.023108863,-2.079390715,0.298772135,-1.995694163,0.695788524,-1.860950651,1.00644798,-1.578972173,1.357739378,-1.289568304,1.529042078,-0.946172687,1.538484621,-0.623471388,1.616915261,-0.187548796,1.600863991,0.343182194,1.690263229,0.850003923,1.712712291,1.39859392,1.649092968,1.815764558,1.307795776,2.143670285,0.958057959,2.285882365,0.442672355,2.445817669,-0.012148537,2.437675775,-0.551944391,2.422013224,-1.138381421
Gggm080k,Gorilla,gorilla,m,1.998884424,-1.568957862,1.477633214,-2.061038822,0.877530085,-2.333679226,0.238129409,-2.366931111,-0.508942623,-2.405836903,-1.155926649,-2.345435861,-1.712860973,-2.045948986,-1.989964901,-1.373825999,-2.141602296,-0.774496777,-2.237168714,-0.386997581,-2.17761179,0.135241581,-2.119731863,0.644491082,-2.057231403,1.084963555,-1.79522158,1.478240237,-1.481173274,1.642660333,-0.993159003,1.816278019,-0.519070486,2.000779192,-0.11732336,1.954338535,0.528098118,1.969692254,0.963045705,2.041638333,1.46727718,1.85373197,1.913505663,1.47582766,2.20685068,1.054860192,2.322285591,0.530690418,2.364530431,-0.014451609,2.312849727,-0.512091299,2.41388961,-1.115133587
Ggrm001k,Gorilla,gorilla,m,2.810885475,-0.193881518,2.535400719,-0.917843824,2.169192949,-1.586068995,1.771284152,-2.253085928,0.969053089,-2.49494903,0.238300297,-2.730586447,-0.426076392,-2.473305086,-0.972415776,-1.889079508,-1.510822154,-1.407363024,-1.876598388,-1.199470371,-1.988346932,-0.841336671,-2.14338472,-0.523279067,-2.117504029,-0.143971836,-2.20788893,0.260312166,-1.964044413,0.490871605,-1.815064681,0.914096484,-1.50811967,1.262228426,-1.303006765,1.515662826,-0.838844201,1.73642202,-0.269285396,1.935025678,0.180978249,2.040169402,0.79773248,2.087695864,1.193102855,1.879743517,1.635599845,1.626105018,2.010292538,1.286773993,2.284100085,0.970723454,2.560418723,0.554805124
Haaf004k,Hyloba,agilis,f,0.652624399,-1.062033736,0.371210317,-1.198751196,-0.017892524,-1.260159507,-0.371430045,-1.187488564,-0.745312998,-1.094977339,-1.034269023,-0.839975785,-1.17961844,-0.520249832,-1.336064859,-0.191882142,-1.293798148,0.077509502,-1.137687483,0.321569248,-0.989397613,0.508712853,-0.768797945,0.614125799,-0.593546931,0.706265035,-0.448289463,0.751716156,-0.219088656,0.892088524,-0.068997673,0.980937377,0.148746014,1.0258041,0.390654248,0.979325317,0.664017171,0.835513771,0.784866717,0.71451673,0.929034396,0.546948261,1.054959595,0.272583603,1.06269214,0.049657147,1.07298143,-0.172277328,1.096566327,-0.415635666,1.012927009,-0.644372006,0.942741572,-0.832679271
