cat,genus,species,sex,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54
Aarf005p,Austral,afric,m,1.994165627,-0.33712226,1.777365082,-0.867164763,1.526044559,-1.29712035,1.130543675,-1.583269731,0.548272382,-1.804725635,0.087767082,-1.872107333,-0.426180621,-1.753865673,-0.831115231,-1.386782981,-1.115391451,-1.030684398,-1.260863096,-0.764708423,-1.522329515,-0.599284463,-1.586251182,-0.362588667,-1.669296606,0.019801963,-1.650440784,0.192788008,-1.515779907,0.421064722,-1.393119785,0.750364622,-1.165314603,0.934707581,-1.032784025,1.176160055,-0.641918617,1.361433839,-0.214275547,1.530028599,0.187498618,1.56051144,0.59302871,1.544642262,1.040269616,1.398123721,1.392155267,1.208511276,1.665794101,0.911456284,1.880610156,0.504306762,2.077040653,0.206429747
Aarf006p,Austral,afric,m,0.770219438,-1.564810591,0.264002528,-1.698699461,-0.141939882,-1.801647925,-0.720725527,-1.759139831,-1.178605936,-1.523079487,-1.587314159,-1.297513197,-1.79458824,-0.955971912,-1.862436154,-0.43076382,-1.701971454,0.025172341,-1.559039535,0.412714437,-1.485800889,0.752632613,-1.299814154,1.007620669,-1.059484029,1.310550299,-0.763581196,1.531323195,-0.458090148,1.513411908,-0.081568537,1.494166208,0.290149061,1.469980043,0.526180481,1.405809709,1.028327823,1.294254093,1.301795033,1.081298304,1.628476657,0.793940508,1.846370951,0.37166243,1.796384651,0.053466793,1.738495496,-0.32576018,1.660658378,-0.742153961,1.492171345,-1.049344301,1.316749024,-1.387723883
Aarf007p,Austral,afric,m,0.965636406,-1.468544312,0.537290617,-1.549394326,0.056615672,-1.607835018,-0.432742227,-1.496632475,-0.897865902,-1.443788976,-1.362273499,-1.170231763,-1.644705785,-0.860427927,-1.699196049,-0.377821766,-1.637813168,0.011166224,-1.445641889,0.294752092,-1.256592397,0.485390014,-1.181387223,0.69767214,-0.951581967,0.933764759,-0.693935427,1.045519806,-0.502238128,1.222947427,-0.211056983,1.327382766,0.022350081,1.309432309,0.298884567,1.251498917,0.632101539,1.151503815,0.980755652,0.972002257,1.243669368,0.859352237,1.482246182,0.478750937,1.701100543,0.272597947,1.703323458,-0.090770984,1.607933406,-0.441180824,1.474573952,-0.766001906,1.396913087,-1.202679328
Aarf008p,Austral,afric,m,1.82840108,-0.916340479,1.448665364,-1.274206908,0.889332412,-1.625490868,0.425074283,-1.696247225,-0.161662017,-1.761459808,-0.645531505,-1.806258742,-1.196244599,-1.618670531,-1.377279841,-1.120574976,-1.423793887,-0.621256078,-1.530493795,-0.300302242,-1.516223879,0.003807645,-1.536722996,0.209280656,-1.438517086,0.49306469,-1.278256238,0.7339473,-1.108359865,0.865637714,-0.964807929,1.060935246,-0.739945384,1.159222922,-0.471194353,1.311893948,-0.105186065,1.418647065,0.371950524,1.437000605,0.68278463,1.367443081,1.061277078,1.186559941,1.361104817,0.920243437,1.619584444,0.69005666,1.810463722,0.335411624,1.920937678,-0.049886214,1.983413584,-0.440981418
Aarf009p,Austral,afric,m,1.645816998,-1.21177217,1.303275002,-1.527119423,0.762197597,-1.846116233,0.206367507,-1.894657597,-0.232745245,-1.979222927,-0.701318473,-1.691269922,-1.180824268,-1.533254471,-1.366303503,-1.115998723,-1.507369954,-0.586092759,-1.650314752,-0.334085754,-1.645508721,0.036202041,-1.661728536,0.266809478,-1.494926322,0.517902926,-1.345014826,0.796236255,-1.139949822,0.951997161,-0.932386789,1.158013079,-0.640837716,1.283564436,-0.360855238,1.474635735,0.085710579,1.612817956,0.537430466,1.615707473,0.956706902,1.537442498,1.362314193,1.342969728,1.686544778,1.025746155,1.88356189,0.694916992,1.989843135,0.264923183,1.93318194,-0.218632607,1.917472895,-0.634789839
Aarf010p,Austral,afric,m,0.69614619,-1.438426282,0.241993082,-1.623590045,-0.30919867,-1.630680555,-0.830572719,-1.611473512,-1.315397695,-1.3928876,-1.713396507,-1.075958378,-1.834291014,-0.602056243,-1.693641766,-0.068275927,-1.539444318,0.386369569,-1.482538198,0.714905745,-1.289448918,0.941260785,-1.086021116,1.201434478,-0.816509038,1.220513408,-0.518449876,1.236687016,-0.142219267,1.17511507,0.125021166,1.102032135,0.442420496,1.090538373,0.714022116,1.033636126,0.987430741,0.925399469,1.231800904,0.730040008,1.414345255,0.508897081,1.544515194,0.242827593,1.603388373,-0.084824817,1.55244035,-0.385328157,1.430863401,-0.648608346,1.278551764,-0.879990044,1.170712721,-1.198397167
Aarf011p,Austral,afric,m,0.682541404,-1.457274244,0.258481129,-1.636262223,-0.329278639,-1.638566299,-0.823228164,-1.633411037,-1.300164854,-1.396980817,-1.680149847,-1.062576265,-1.799982564,-0.549104231,-1.715406112,-0.08630995,-1.539955029,0.393423181,-1.456737342,0.709726218,-1.326815349,0.939751948,-1.076860401,1.182975246,-0.779591895,1.236064448,-0.522336763,1.228184784,-0.14585494,1.172764996,0.093274367,1.111338015,0.432883802,1.052608897,0.73142201,1.025129224,0.987436768,0.946988879,1.206955823,0.742129859,1.356370742,0.489579579,1.536235078,0.203274828,1.619530877,-0.040748538,1.541519592,-0.404675117,1.457881513,-0.634003668,1.268297719,-0.893471692,1.233946109,-1.211375067
Aarf012p,Austral,afric,m,0.490171857,-1.723561986,0.030740783,-1.850994989,-0.505841228,-1.826894641,-1.025114558,-1.702406756,-1.400065466,-1.442417306,-1.784463572,-0.930247083,-1.874480453,-0.495682569,-1.862108598,-0.00598049,-1.574817034,0.41605426,-1.441694304,0.710568294,-1.324846245,0.922353778,-1.036725176,1.249665495,-0.838777614,1.434854246,-0.500510018,1.443223297,-0.233887028,1.473581172,0.104253006,1.394614137,0.436550356,1.381597512,0.773702424,1.227287547,1.176922183,1.1826791,1.447182951,0.898228602,1.740299739,0.646983071,1.820035594,0.223674012,1.852089988,-0.213203375,1.654221234,-0.564411618,1.576336324,-0.944303676,1.229944163,-1.304631351,1.078312342,-1.645166998
Pabm001p,Paranth,boisei,m,-2.523636817,0.377608375,-2.308155934,1.002949944,-1.87390655,1.567473003,-1.391496999,2.145534482,-0.621418263,2.333583993,0.101985583,2.425295704,0.639057443,2.036308836,1.155083873,1.474473274,1.58839055,0.891629195,1.70198392,0.602282907,1.75394841,0.431148151,1.878968142,0.216830278,1.795681769,-0.03780301,1.793992576,-0.16624193,1.72776257,-0.418171279,1.540423405,-0.575041235,1.483427828,-0.772448401,1.259905436,-0.907492961,0.842888215,-1.33649394,0.381333821,-1.683277493,-0.105914619,-1.914808328,-0.695762296,-1.945756162,-1.159527091,-1.886933998,-1.605403744,-1.579392383,-1.994255114,-1.247359067,-2.309925803,-0.776984689,-2.621500318,-0.289673941
Pabm002p,Paranth,boisei,f,1.45195156,-1.958343782,0.745625943,-2.141852404,0.010823573,-2.437911341,-0.669691549,-2.291225162,-1.453461799,-2.248892149,-1.903039828,-1.739356355,-2.348114688,-1.150324533,-2.407837681,-0.497301633,-2.243607238,-0.086593171,-2.199604313,0.410540913,-2.056294363,0.80363011,-1.777064977,1.222308807,-1.5058053,1.518556086,-1.116469912,1.75492836,-0.662248478,1.835163138,-0.343548468,1.653714355,0.152991956,1.741073054,0.504031709,1.586422335,0.943673318,1.547250422,1.481256879,1.414244075,1.854302405,1.182473113,2.186294612,0.836525286,2.376513299,0.441609455,2.496938279,0.00329206,2.317949698,-0.492622952,2.252895023,-1.034297942,1.95299764,-1.460855259
Pabm003p,Paranth,boisei,f,1.863995258,-1.431653331,1.418906742,-1.823141013,0.824870219,-2.030928251,0.250708617,-1.985594114,-0.189889082,-2.050308872,-0.739728836,-1.910401335,-1.332803228,-1.911863517,-1.681084266,-1.415364577,-1.865438418,-0.879873999,-1.907183469,-0.490409198,-1.879239812,-0.023394195,-2.08421104,0.377365756,-2.017116773,0.787279538,-1.880549064,1.098821633,-1.637047129,1.377885196,-1.181918186,1.576489017,-0.865707068,1.705342831,-0.332704304,1.798398958,0.150811606,1.838913997,0.744544246,1.94356859,1.321067365,1.899746487,1.797023532,1.542598414,2.076438464,1.060064516,2.257955737,0.530048155,2.414313182,0.02304473,2.283177879,-0.585741172,2.193232584,-1.158444544
Pabm004p,Paranth,boisei,m,2.336200581,-0.676993764,1.984196711,-1.218903765,1.539912253,-1.740715487,1.033768918,-2.120956137,0.379221546,-2.314768916,-0.279287634,-2.368616502,-0.79978882,-2.015109284,-1.186742048,-1.37880138,-1.688657693,-0.986455365,-1.850692845,-0.726683415,-1.982261425,-0.374718551,-1.860004592,-0.08782602,-1.846366956,0.255484769,-1.670814955,0.480254762,-1.561447519,0.751735965,-1.221280362,1.005574823,-1.051142146,1.159122203,-0.80832614,1.302011387,-0.366326826,1.643794043,0.077049815,1.778197831,0.494206817,1.812017811,0.905872368,1.741836349,1.383570595,1.519094325,1.631311001,1.179284078,1.9760768,0.802310936,2.13412956,0.372563928,2.301177147,-0.010799327
Pabm005p,Paranth,boisei,m,2.044344271,-0.854279117,1.685466063,-1.254533119,1.27042772,-1.682050292,0.801195867,-1.802565946,0.154843863,-2.033407063,-0.332250588,-1.985763106,-0.812424082,-1.898466189,-1.174135047,-1.457732198,-1.54577292,-1.051529754,-1.762975706,-0.770879281,-1.792439789,-0.447416682,-1.747317551,-0.078859844,-1.733303754,0.294308512,-1.678278483,0.604786952,-1.460023829,0.850443485,-1.196679489,1.109069574,-0.992567377,1.408422114,-0.768457726,1.601321259,-0.287177583,1.72555827,0.204285908,1.805427914,0.670956843,1.87021421,1.105571857,1.645620162,1.415730591,1.363907157,1.716329492,0.9714944,1.915706628,0.49335187,2.108859666,0.031664365,2.090658192,-0.488472713
Pabm006p,Paranth,boisei,f,1.4678889,-1.836347179,0.817133804,-2.060380386,0.223017206,-2.10117262,-0.520706812,-2.004128365,-1.169467149,-1.919937103,-1.777775006,-1.710419541,-2.311376785,-1.26679209,-2.367625104,-0.795986526,-2.315624502,-0.067319717,-2.11176882,0.307574677,-1.937174361,0.673939749,-1.766372413,1.107953343,-1.484893674,1.41317451,-1.128857073,1.734365658,-0.682984266,1.809543888,-0.269741249,1.950929262,0.148610666,1.88369161,0.644622541,1.683989239,0.974480929,1.419098739,1.455159908,1.261382696,1.762891007,1.001469295,1.97957869,0.616790402,2.053002133,0.228930158,2.15041906,-0.185329176,2.050055562,-0.592254786,2.02241428,-1.082848976,1.994657031,-1.442373391
Pabm007p,Paranth,boisei,f,-2.553698336,0.379474562,-2.288169678,0.977328273,-1.888652107,1.583363625,-1.360501762,2.155277646,-0.628945953,2.343684709,0.098670104,2.443638635,0.676350652,2.051266951,1.189840204,1.532666557,1.574971876,0.892834451,1.724194385,0.623853029,1.743372755,0.438264189,1.842339868,0.199588145,1.783649126,-0.025790435,1.781785837,-0.170515058,1.719037884,-0.415974057,1.558298239,-0.562172048,1.453043606,-0.773289446,1.259276872,-0.925947785,0.822501401,-1.348123194,0.367835616,-1.653608592,-0.098566523,-1.893776554,-0.655858826,-1.926560867,-1.139652322,-1.874675408,-1.653717532,-1.581183047,-2.011496059,-1.24596385,-2.325732902,-0.746662323,-2.590027179,-0.295010549
Pabm008p,Paranth,boisei,f,1.831731842,-1.981667678,1.270807741,-2.288337629,0.631676941,-2.501227828,-0.086739302,-2.35905892,-0.763884135,-2.267065993,-1.381295762,-2.160913904,-1.953386251,-1.854884655,-2.056012585,-1.006422582,-2.138210646,-0.490397944,-2.026856554,0.111379805,-1.972784688,0.485865256,-1.876520053,0.77976068,-1.668919082,1.071871585,-1.458516457,1.338308698,-1.210278727,1.501465036,-0.903692214,1.737801506,-0.6401285,1.782106204,-0.414774804,1.894776026,0.199632863,1.889379221,0.835170704,1.868732119,1.433589749,1.830758337,1.94956902,1.568226393,2.379024081,1.177648987,2.512251523,0.475648925,2.588398617,-0.194968154,2.456777535,-0.821199257,2.340462132,-1.533313129
Pabm009p,Paranth,boisei,f,2.013118262,-1.675479602,1.466784023,-1.988996948,0.718246834,-2.132871943,0.109876383,-2.231559369,-0.537073193,-2.225295675,-1.175073732,-2.069664791,-1.703710218,-1.678363922,-2.002159191,-1.019598963,-2.121104444,-0.358251759,-2.225765983,-0.012598016,-2.099727925,0.286853143,-1.976140687,0.708391826,-1.838639677,1.002372864,-1.596255906,1.35413282,-1.288037835,1.530226909,-0.92916748,1.533065565,-0.618190871,1.602085854,-0.180794037,1.600910619,0.331934994,1.686725789,0.847241287,1.708659964,1.425164039,1.647616278,1.812106116,1.276334012,2.130257175,0.954111858,2.275594575,0.463397969,2.443343602,0.007178127,2.438601345,-0.551385973,2.420681277,-1.138324477
Pabm010p,Paranth,boisei,f,2.368012395,-0.715449491,1.950075465,-1.209959892,1.547348788,-1.751930575,1.058296419,-2.094970009,0.422434878,-2.299752634,-0.276990526,-2.352412475,-0.813911988,-1.983439013,-1.182213803,-1.400563756,-1.671720884,-0.958663963,-1.876162548,-0.734533487,-1.995173551,-0.40157974,-1.891384515,-0.105396817,-1.889720229,0.242038497,-1.660258959,0.508680371,-1.569589627,0.740800099,-1.286201227,0.964183583,-1.042286381,1.129619455,-0.80417141,1.285354552,-0.391385463,1.645557165,0.07836432,1.784250132,0.469350735,1.818463609,0.922923697,1.741330628,1.398141306,1.520083,1.627444204,1.183504819,1.995673873,0.78773064,2.17723887,0.393780746,2.306100447,0.001151309
Pabm011p,Paranth,boisei,f,2.371237372,-0.651248061,1.961678653,-1.215710327,1.569404652,-1.778156357,1.031361994,-2.096499232,0.413452624,-2.316741516,-0.289509847,-2.376965526,-0.828686723,-1.988209412,-1.158456563,-1.397760287,-1.658439596,-0.988094429,-1.842188816,-0.723971534,-2.01714312,-0.416800969,-1.914724672,-0.116533689,-1.892873244,0.274825457,-1.697786863,0.501012698,-1.557248647,0.75799223,-1.282476622,1.000664803,-1.029602464,1.135937526,-0.794505546,1.317850456,-0.388199135,1.626486233,0.055109251,1.779285636,0.494063218,1.793755436,0.935325652,1.740395815,1.407573747,1.564007014,1.651341882,1.163004992,2.011733185,0.78188081,2.169935279,0.379687883,2.303768018,-0.037215971
Pabm012p,Paranth,boisei,m,1.996310956,-1.592348611,1.492142703,-2.038286932,0.86557642,-2.329149665,0.227248536,-2.376358382,-0.497325202,-2.406414977,-1.129831928,-2.352669348,-1.697870928,-2.044487785,-1.978028231,-1.380533364,-2.142345679,-0.77622926,-2.249709571,-0.377066358,-2.167858055,0.144144901,-2.096677378,0.666231254,-2.062855573,1.09055934,-1.80457559,1.478590567,-1.490169516,1.666961388,-0.987703531,1.813007582,-0.501166207,1.968219961,-0.147534899,1.966276115,0.529005145,1.973448949,0.943149763,2.041289827,1.497329821,1.866094964,1.916051261,1.469241851,2.200932087,1.022922224,2.326150197,0.543372665,2.340896141,-0.024372862,2.295487758,-0.526571567,2.414691834,-1.146399619
