"cat","spp","sex","cranht","cranwd","cranlg","faceht","facewd","aptrht","aptrwd","rorbht","rorbwd","paltlg","paltwd"
"Gggm120k","Gg","m",10.5046151540786,11.6060557760102,15.9749441194792,11.7368711674696,13.1122512417275,3.59194386339246,2.66278876789236,4.23131267512043,4.35033707847417,8.77005906649247,6.02561289105468
"Gggm121k","Gg","m",10.6778735298073,11.498701743398,15.4352990850864,10.1273489754201,13.221848494743,3.63168398296962,3.21388306759315,4.01752557115484,3.88588734657593,8.98741631293215,5.86285808921665
"Haaf003k","Ha","f",5.20151232556753,5.46953599639956,8.15607992557848,3.01536451804747,5.37041003231085,1.5141583168191,1.16819654290131,2.13601869989289,2.17304272499921,3.73577352277475,2.83985192841981
"Haaf005k","Ha","f",4.95007449201141,5.75042578526318,8.04229424246767,3.24420579602471,5.32396734556495,1.54643802191441,1.17025086239593,2.19596158385667,2.09283346080328,3.43887939123392,2.73784055493527
"Haaf013k","Ha","f",4.55245442969347,5.81512522717067,8.03986476101005,3.06774060219476,5.87168533553312,1.83869483621935,1.26363798825718,2.13702345223883,2.05410651659471,3.42571172441015,3.00504090152032
"Haaf019k","Ha","f",4.88304486208998,6.11959612873604,7.92415173388182,2.96529033723835,5.69560708701563,1.79524936496243,1.43118968671336,2.29478019009574,2.09624788283122,3.48504005372257,2.545786197181
"Haaf023k","Ha","f",5.41067211367633,5.39753742638515,7.79197922978457,3.04931125336189,5.70278854679902,1.64418133151862,1.4022952454064,2.3010553726393,2.4124899417468,4.02597534687243,2.54775529280282
"Haaf024k","Ha","f",5.07430513080855,5.39448997684851,8.58611876964703,2.91742882104466,5.44428745220853,1.6380471339908,1.41901433455571,2.39783941468216,2.49936884035291,3.94908638292963,2.77948157916088
"Haaf029k","Ha","f",4.66295792724041,5.87400088922689,8.1358697083377,3.26250952816423,5.45723193607118,1.63040518704596,1.30028049199267,2.4686730332632,2.19095363258517,3.45343136090146,2.47574016175996
"Haaf033k","Ha","f",5.15949187083288,6.07382308958987,7.91938199303241,2.61406272951,5.29516622491802,1.62951981419725,1.52666165844021,2.51506539812452,2.52286291689598,3.52425431143913,3.07274878155198
"Haaf034k","Ha","f",4.89880662194056,5.07811221999622,7.8050257932407,2.82035700872243,5.34573847146152,1.44702627196557,1.18422671766375,2.38620929274719,2.5221433876568,3.44917049184823,2.62086725547423
"Haam006k","Ha","m",5.31046990596089,6.07544349144784,8.03104958022655,2.97072513385542,5.24150107132539,1.80179417939258,1.41857262845338,2.32757201677495,2.52144818837746,3.77928791478484,2.83374344445737
"Haam007k","Ha","m",4.73306780336861,5.93578513146239,8.09607005609565,3.45174827988146,5.42837229277464,2.15320765146961,1.50696523094519,2.31582777038707,2.26183352928192,3.72877115710647,3.14435187941975
"Haam009k","Ha","m",4.71369533646053,5.75918645409836,7.52566837948144,2.99104363664573,5.14649959588157,1.68615054747254,1.34207680609386,2.23507750659619,2.39832019962766,3.43199902097321,2.62873122871222
"Haam010k","Ha","m",5.27517574146781,5.59710952625064,8.02040907682967,2.7842563369729,5.50136363498934,1.87585646190056,1.32683566990195,2.50267507948179,2.40902212745197,3.31204605092217,2.64369660399065
"Haam012k","Ha","m",4.92788093105074,6.19470459390182,8.2462526046796,2.88371188895981,5.9801514964857,1.75619608452987,1.23786847054178,2.51061838094249,2.46916090037534,3.7889902214874,2.99027183456059
"Haam014k","Ha","m",4.89658517705675,5.42234752833061,7.65128500108797,2.95757822182857,5.14970517754691,1.64154456748917,1.62262592340104,2.25442630965949,2.30331134823321,3.66495473131814,2.39847857683792
"Haam020k","Ha","m",4.81246891584036,5.48807504599429,8.11949667948761,3.46454931097754,5.45294430620974,1.85632153526436,1.32581196689348,2.41742134441901,2.34297492089449,3.6304187913723,2.83871295270296
"Haam021k","Ha","m",5.36501765430092,5.45401622875572,8.37358974847649,3.02242273926483,5.46497761601207,1.77713050303442,1.52632567688171,2.26240279538756,2.4520273225576,3.64534504712789,2.6816856450419
"Haam025k","Ha","m",5.2069938490594,5.4815492351437,8.40880191442589,3.30688040168559,5.49139080841119,1.73770885139645,1.47290472293226,2.44234886984691,2.07791108028403,3.84909634012442,2.98724671415308
"Haam026k","Ha","m",5.17034894613767,5.88346781128915,8.38126132190625,3.45541477806319,6.13515739498369,1.58964752703091,1.53809076203751,2.28197455555188,2.54232927228833,3.82982847688745,3.15150313854322
"Haam027k","Ha","m",5.16690730677636,5.62992553125439,7.38621007762591,2.95995847429254,5.31078309791285,1.64559535958646,1.31269571340521,2.2212363433173,2.28511710411412,3.56496278118462,2.37645387217744
"Haam028k","Ha","m",4.94555353091352,5.48057020154055,8.35063304576526,2.81427372257444,5.44724300325782,1.56096580076438,1.32696991364527,2.42154857421549,2.58464725602968,4.02798597983491,2.50153874817086
"Haam030k","Ha","m",4.7764397894993,5.95205482430399,8.5895899293872,3.19357821599577,5.69426645015742,1.74331161098002,1.3487108132845,2.21315971478386,2.38283241787033,3.87190538087601,2.68435163269589
"Haam031k","Ha","m",4.79449543842565,5.32156904226016,8.49970478855048,2.56294622753526,5.3379491295149,1.73696329657847,1.44243411985792,2.49064669555143,2.39627793508911,3.74480158740623,2.87442880993856
"Haam032k","Ha","m",4.94827957461924,6.03146545501022,7.60346067692967,3.50754373758051,5.76458908127254,2.00729947572122,1.44134531440444,2.21797050759937,2.49946285005937,3.99369922938863,2.55247388521001
"Haam035k","Ha","m",5.32916250182802,5.54605918965497,7.75938375031069,3.04595253525432,5.92191338965434,1.93004361306954,1.32016624247422,2.36890890747119,2.40658507924979,3.8128766667159,2.58919923882644
"Half001k","Ha","f",5.15780275075354,5.7440922817289,7.71746966125773,2.63865611610806,5.4503475732381,1.87139023881742,1.39543196526741,1.95037599206192,2.14408145995786,3.61948416520731,2.71649961036023
"Half008k","Ha","f",4.95187026075036,5.46222745479937,8.18564937436664,3.12397015091188,5.84649287658635,1.69346430595977,1.40251927139563,2.39785315859349,2.43294269449596,4.18487098609782,2.95503580932034
"Half009k","Ha","f",5.02755736628257,5.13497544290302,7.6401299057329,2.86994046284321,5.22104014826509,1.68900856969199,1.09971619964289,2.33779451572789,2.20092003672244,3.63115567785596,2.68930630450405
"Half011k","Ha","f",5.16996887964413,5.75127391655033,7.97828659377517,2.96082919123722,5.44571857428013,1.6357237073532,1.42289038044237,2.18840794153398,2.22809884720389,4.05982034154358,2.69904840280827
"Half013k","Ha","f",5.0720141314652,5.7008481315322,7.489054781885,3.03137342592177,5.57139338402027,1.86012539113862,1.25968216932306,2.22499720775844,2.20006142527282,3.96463576584661,2.93587925965
"Half014k","Ha","f",5.13979525910144,5.34795006698322,8.19809516698658,2.57747486501155,5.4537584567674,1.78344611203379,1.3225592375243,2.06610823009296,2.17296111761502,3.99659852791631,2.43146513982987
"Half015k","Ha","f",5.13311088565624,5.50899360708188,7.39599468647551,2.35128665478319,5.07737503757343,1.39999817939946,1.2983893271066,2.39770858123739,2.37306833303424,3.30585732762902,2.75493243980595
"Halm002k","Ha","m",5.40463023951622,5.91674280673431,8.4427675538243,3.01078251846563,5.51882629305913,1.91886010499665,1.46437155757057,2.16968508747094,2.39222296501861,4.04888024942456,3.02436721731955
"Halm005k","Ha","m",4.82618700529737,5.04037337019656,7.68947485936904,2.77200806867534,4.91105608769845,1.66124561302492,1.22408838022459,2.35173735290104,2.25192629604759,3.5489854511479,2.67741317242864
"Halm007k","Ha","m",5.29762373340547,4.94745894547125,7.62263429274735,3.03642791544661,4.90346617238035,1.64203033285493,1.06416177215334,2.23280679587701,1.98241853389353,3.78199782830684,2.55977917262383
"Halm010k","Ha","m",5.17293500823694,5.55923800834509,8.60117947588933,3.29774514681283,4.76642217625918,2.18113982183087,1.57208674432968,2.38453113397722,2.15079149540228,3.98904718003919,2.61760115476095
"Halm016k","Ha","m",4.90265174022375,5.48003304118247,7.90716938338196,2.94376736196801,5.80283055358367,1.73471009186781,1.2245309798055,2.18197131547914,2.20275749370568,3.54501038903894,2.74289707216856
"Halm017k","Ha","m",4.8075194892349,5.41883946629439,7.94780171665203,3.02670307320651,5.36737709625018,1.82207795856203,1.29343011514808,2.39082576875813,2.36427378487546,3.66534739879163,2.31233615618849
"Halm018k","Ha","m",5.31900691766688,5.43267027352746,7.42163921988096,3.08483235173426,5.92949549753977,1.87745740615171,1.3800350658281,2.3853627681269,2.35070772711444,3.74236617121836,2.80797474916084
